gene_id,gene_length,GC_length,GC_prop
ENSAMXG00000000611,1056,564,0.534090909
ENSAMXG00000019198,2661,1475,0.554302894
ENSAMXG00000000613,630,368,0.584126984
ENSAMXG00000000614,816,437,0.535539216
ENSAMXG00000000615,3978,2067,0.519607843
ENSAMXG00000000616,1035,541,0.522705314
ENSAMXG00000000617,456,273,0.598684211
ENSAMXG00000000618,855,452,0.528654971
ENSAMXG00000000619,4818,2335,0.48464093
ENSAMXG00000000620,855,373,0.43625731
ENSAMXG00000000621,837,492,0.58781362
ENSAMXG00000000622,987,511,0.517730496
ENSAMXG00000000623,1770,829,0.468361582
ENSAMXG00000000624,2106,1012,0.480531814
ENSAMXG00000000625,2481,1312,0.528819025
ENSAMXG00000000626,1941,1060,0.546110252
ENSAMXG00000000627,732,408,0.557377049
ENSAMXG00000000628,624,347,0.556089744
ENSAMXG00000000629,1515,719,0.474587459
ENSAMXG00000000630,1413,634,0.448690729
ENSAMXG00000000631,576,275,0.477430556
ENSAMXG00000000632,1860,935,0.502688172
ENSAMXG00000000633,3291,1462,0.444241872
ENSAMXG00000000634,681,325,0.477239354
ENSAMXG00000000635,1329,540,0.406320542
ENSAMXG00000000636,462,212,0.458874459
ENSAMXG00000000637,1659,871,0.525015069
ENSAMXG00000000638,3498,1922,0.549456832
ENSAMXG00000000639,1254,762,0.607655502
ENSAMXG00000000640,4899,1838,0.375178608
ENSAMXG00000000641,5304,2871,0.541289593
ENSAMXG00000000642,267,126,0.471910112
ENSAMXG00000000643,1866,850,0.455519829
ENSAMXG00000000644,1821,917,0.503569467
ENSAMXG00000000645,1740,908,0.52183908
ENSAMXG00000000646,765,325,0.424836601
ENSAMXG00000000647,687,387,0.563318777
ENSAMXG00000000648,285,126,0.442105263
ENSAMXG00000000649,378,163,0.431216931
ENSAMXG00000000650,1029,492,0.478134111
ENSAMXG00000000651,2031,1052,0.517971443
ENSAMXG00000000652,591,321,0.543147208
ENSAMXG00000000653,1545,716,0.463430421
ENSAMXG00000000654,318,146,0.459119497
ENSAMXG00000000655,288,155,0.538194444
ENSAMXG00000000656,681,308,0.452276065
ENSAMXG00000000657,1380,690,0.5
ENSAMXG00000000658,2739,1505,0.54947061
ENSAMXG00000000659,714,354,0.495798319
ENSAMXG00000000660,393,203,0.51653944
ENSAMXG00000000661,1440,715,0.496527778
ENSAMXG00000000662,3102,1666,0.537072856
ENSAMXG00000000663,783,454,0.579821201
ENSAMXG00000000664,2496,1430,0.572916667
ENSAMXG00000000665,357,175,0.490196078
ENSAMXG00000000666,1578,809,0.512674271
ENSAMXG00000000667,3474,2008,0.57800806
ENSAMXG00000000668,1695,788,0.464896755
ENSAMXG00000000669,2196,1120,0.510018215
ENSAMXG00000000670,480,220,0.458333333
ENSAMXG00000000671,450,214,0.475555556
ENSAMXG00000000672,855,473,0.553216374
ENSAMXG00000000673,4857,2588,0.532839201
ENSAMXG00000000674,696,418,0.600574713
ENSAMXG00000000675,1407,682,0.484719261
ENSAMXG00000000676,339,187,0.551622419
ENSAMXG00000000677,498,183,0.36746988
ENSAMXG00000000678,843,508,0.602609727
ENSAMXG00000000679,891,589,0.661054994
ENSAMXG00000000680,1575,878,0.557460317
ENSAMXG00000000681,1374,719,0.523289665
ENSAMXG00000000682,330,180,0.545454545
ENSAMXG00000000683,1923,1105,0.574622985
ENSAMXG00000000684,4821,2567,0.532462145
ENSAMXG00000000685,432,235,0.543981481
ENSAMXG00000000686,4272,2065,0.48338015
ENSAMXG00000000687,795,489,0.61509434
ENSAMXG00000000688,1473,684,0.464358452
ENSAMXG00000000689,4809,2423,0.503846954
ENSAMXG00000000690,1047,431,0.41165234
ENSAMXG00000000691,1971,1087,0.551496702
ENSAMXG00000000692,6924,3551,0.512853842
ENSAMXG00000000693,300,161,0.536666667
ENSAMXG00000000694,825,367,0.444848485
ENSAMXG00000000695,753,395,0.524568393
ENSAMXG00000000696,1242,620,0.499194847
ENSAMXG00000000697,984,471,0.478658537
ENSAMXG00000000698,1473,741,0.50305499
ENSAMXG00000000699,1419,771,0.543340381
ENSAMXG00000000700,510,251,0.492156863
ENSAMXG00000000701,630,305,0.484126984
ENSAMXG00000000702,867,471,0.543252595
ENSAMXG00000000703,1443,735,0.509355509
ENSAMXG00000000704,1362,654,0.480176211
ENSAMXG00000000705,1983,1031,0.519919314
ENSAMXG00000000706,3963,2304,0.581377744
ENSAMXG00000000707,1317,693,0.5261959
ENSAMXG00000000708,396,233,0.588383838
ENSAMXG00000000709,1665,839,0.503903904
ENSAMXG00000000710,828,438,0.528985507
ENSAMXG00000000711,480,280,0.583333333
ENSAMXG00000000712,2286,978,0.427821522
ENSAMXG00000000713,1104,718,0.650362319
ENSAMXG00000000714,5253,2365,0.450218923
ENSAMXG00000000715,1965,1116,0.567938931
ENSAMXG00000000716,1419,682,0.480620155
ENSAMXG00000000717,336,160,0.476190476
ENSAMXG00000000718,1977,1178,0.595852301
ENSAMXG00000000719,2043,1019,0.498776309
ENSAMXG00000000720,375,183,0.488
ENSAMXG00000000721,1032,510,0.494186047
ENSAMXG00000000722,1701,958,0.563198119
ENSAMXG00000000723,2094,1097,0.523877746
ENSAMXG00000000724,618,283,0.457928803
ENSAMXG00000000725,1410,700,0.496453901
ENSAMXG00000000726,1173,713,0.607843137
ENSAMXG00000000727,732,376,0.513661202
ENSAMXG00000000728,447,212,0.474272931
ENSAMXG00000000729,345,162,0.469565217
ENSAMXG00000000730,1482,708,0.477732794
ENSAMXG00000000731,1881,987,0.524720893
ENSAMXG00000000732,396,206,0.52020202
ENSAMXG00000000733,720,424,0.588888889
ENSAMXG00000000734,1206,777,0.644278607
ENSAMXG00000000735,1572,768,0.488549618
ENSAMXG00000000736,1800,1019,0.566111111
ENSAMXG00000000737,264,130,0.492424242
ENSAMXG00000000738,750,311,0.414666667
ENSAMXG00000000739,1644,850,0.51703163
ENSAMXG00000000740,681,419,0.615271659
ENSAMXG00000000741,1674,782,0.467144564
ENSAMXG00000000742,2871,1527,0.531870428
ENSAMXG00000000743,1011,553,0.546983185
ENSAMXG00000000744,2337,1340,0.573384681
ENSAMXG00000000745,2277,1112,0.48836188
ENSAMXG00000000746,273,166,0.608058608
ENSAMXG00000000747,2235,1283,0.574049217
ENSAMXG00000000748,5151,3052,0.592506309
ENSAMXG00000000749,675,381,0.564444444
ENSAMXG00000000750,756,422,0.558201058
ENSAMXG00000000751,840,428,0.50952381
ENSAMXG00000000752,2634,1363,0.517463933
ENSAMXG00000000753,594,312,0.525252525
ENSAMXG00000000754,648,367,0.566358025
ENSAMXG00000000755,987,467,0.473150963
ENSAMXG00000000756,3561,1726,0.48469531
ENSAMXG00000000757,1293,570,0.440835267
ENSAMXG00000000758,1653,723,0.43738657
ENSAMXG00000000759,4203,2261,0.537949084
ENSAMXG00000000760,870,465,0.534482759
ENSAMXG00000000761,519,299,0.5761079
ENSAMXG00000000762,456,262,0.574561404
ENSAMXG00000000763,2697,1229,0.455691509
ENSAMXG00000000764,636,326,0.512578616
ENSAMXG00000000765,693,358,0.516594517
ENSAMXG00000000766,741,407,0.54925776
ENSAMXG00000000767,801,471,0.588014981
ENSAMXG00000000768,513,245,0.477582846
ENSAMXG00000000769,531,261,0.491525424
ENSAMXG00000000770,381,219,0.57480315
ENSAMXG00000000771,663,358,0.539969834
ENSAMXG00000000772,1530,791,0.516993464
ENSAMXG00000000773,519,237,0.456647399
ENSAMXG00000000774,2781,1311,0.471413161
ENSAMXG00000000775,2340,1242,0.530769231
ENSAMXG00000000776,768,398,0.518229167
ENSAMXG00000000777,1131,511,0.451812555
ENSAMXG00000000778,294,153,0.520408163
ENSAMXG00000000779,447,236,0.527964206
ENSAMXG00000000780,2541,1362,0.536009445
ENSAMXG00000000781,459,271,0.590413943
ENSAMXG00000000782,456,199,0.436403509
ENSAMXG00000000783,1470,767,0.521768707
ENSAMXG00000000784,525,243,0.462857143
ENSAMXG00000000785,2052,1036,0.504873294
ENSAMXG00000000786,2145,1078,0.502564103
ENSAMXG00000000787,1917,1028,0.536254564
ENSAMXG00000000788,1140,604,0.529824561
ENSAMXG00000000789,3828,2025,0.528996865
ENSAMXG00000000790,243,112,0.46090535
ENSAMXG00000018722,903,413,0.457364341
ENSAMXG00000000792,3120,1458,0.467307692
ENSAMXG00000000793,1305,640,0.490421456
ENSAMXG00000000794,1401,713,0.508922198
ENSAMXG00000018420,10956,5571,0.508488499
ENSAMXG00000000796,2880,1591,0.552430556
ENSAMXG00000000797,612,366,0.598039216
ENSAMXG00000000798,2973,1450,0.487722839
ENSAMXG00000000799,1494,704,0.471218206
ENSAMXG00000000800,837,408,0.487455197
ENSAMXG00000018294,969,607,0.626418989
ENSAMXG00000000802,696,277,0.397988506
ENSAMXG00000000803,5394,2636,0.488691138
ENSAMXG00000000804,1845,992,0.537669377
ENSAMXG00000000805,1602,803,0.501248439
ENSAMXG00000000806,1491,837,0.561368209
ENSAMXG00000000807,1884,1046,0.555201699
ENSAMXG00000000808,1302,727,0.558371736
ENSAMXG00000000809,936,446,0.476495726
ENSAMXG00000000810,516,285,0.552325581
ENSAMXG00000000811,642,357,0.556074766
ENSAMXG00000000812,1707,960,0.562390158
ENSAMXG00000000813,996,524,0.526104418
ENSAMXG00000000814,954,510,0.534591195
ENSAMXG00000000815,1356,640,0.471976401
ENSAMXG00000000816,3006,1452,0.483033932
ENSAMXG00000000817,1671,838,0.50149611
ENSAMXG00000000818,297,165,0.555555556
ENSAMXG00000000819,1371,638,0.465353756
ENSAMXG00000000820,480,210,0.4375
ENSAMXG00000000821,2082,934,0.448607109
ENSAMXG00000000822,1476,755,0.511517615
ENSAMXG00000000823,684,398,0.581871345
ENSAMXG00000000824,2703,1517,0.561228265
ENSAMXG00000000825,1329,753,0.566591422
ENSAMXG00000000826,2847,1572,0.552160169
ENSAMXG00000000827,138,57,0.413043478
ENSAMXG00000000828,1314,705,0.53652968
ENSAMXG00000000829,4407,2395,0.543453597
ENSAMXG00000000830,1707,909,0.532513181
ENSAMXG00000000831,588,289,0.491496599
ENSAMXG00000000832,669,347,0.518684604
ENSAMXG00000000833,411,252,0.613138686
ENSAMXG00000000834,483,285,0.590062112
ENSAMXG00000000835,5346,2780,0.520014964
ENSAMXG00000000836,546,284,0.52014652
ENSAMXG00000000837,276,180,0.652173913
ENSAMXG00000000838,711,366,0.514767932
ENSAMXG00000000839,960,546,0.56875
ENSAMXG00000000840,1146,515,0.44938918
ENSAMXG00000000841,1803,998,0.553521908
ENSAMXG00000000842,2727,1484,0.544187752
ENSAMXG00000000843,2127,970,0.456041373
ENSAMXG00000000844,540,293,0.542592593
ENSAMXG00000000845,909,435,0.478547855
ENSAMXG00000000846,7161,3715,0.518782293
ENSAMXG00000000847,384,159,0.4140625
ENSAMXG00000000848,477,305,0.639412998
ENSAMXG00000000849,732,361,0.493169399
ENSAMXG00000000850,1611,829,0.514587213
ENSAMXG00000000851,3135,1584,0.505263158
ENSAMXG00000000852,801,405,0.505617978
ENSAMXG00000018287,1086,623,0.573664825
ENSAMXG00000000854,1473,770,0.522742702
ENSAMXG00000000855,648,308,0.475308642
ENSAMXG00000000856,1698,811,0.47762073
ENSAMXG00000000857,1341,614,0.457867263
ENSAMXG00000000858,576,293,0.508680556
ENSAMXG00000000859,3105,1746,0.562318841
ENSAMXG00000000860,990,548,0.553535354
ENSAMXG00000000861,1215,738,0.607407407
ENSAMXG00000000862,1383,628,0.454085322
ENSAMXG00000000863,14328,6907,0.482063093
ENSAMXG00000000864,1521,768,0.504930966
ENSAMXG00000000865,7425,3288,0.442828283
ENSAMXG00000000866,1527,752,0.492468893
ENSAMXG00000000867,852,404,0.474178404
ENSAMXG00000000868,1728,809,0.468171296
ENSAMXG00000000869,630,342,0.542857143
ENSAMXG00000000870,2223,1059,0.476383266
ENSAMXG00000000871,1971,1099,0.557584982
ENSAMXG00000000872,1122,566,0.504456328
ENSAMXG00000000873,1542,861,0.558365759
ENSAMXG00000000874,2304,1185,0.514322917
ENSAMXG00000000875,1722,1038,0.602787456
ENSAMXG00000000876,2736,1484,0.542397661
ENSAMXG00000000877,624,322,0.516025641
ENSAMXG00000000878,1380,643,0.465942029
ENSAMXG00000000879,732,358,0.489071038
ENSAMXG00000000880,717,381,0.531380753
ENSAMXG00000000881,1464,830,0.566939891
ENSAMXG00000000882,603,311,0.515754561
ENSAMXG00000000883,1305,687,0.526436782
ENSAMXG00000000884,1143,622,0.544181977
ENSAMXG00000000885,1083,473,0.436749769
ENSAMXG00000000886,999,454,0.454454454
ENSAMXG00000000887,783,411,0.524904215
ENSAMXG00000000888,4827,2495,0.516884193
ENSAMXG00000000889,687,394,0.573508006
ENSAMXG00000000890,939,447,0.476038339
ENSAMXG00000000891,3297,1540,0.467091295
ENSAMXG00000000892,1311,651,0.496567506
ENSAMXG00000000893,594,287,0.483164983
ENSAMXG00000000894,2415,1210,0.501035197
ENSAMXG00000000895,1794,981,0.546822742
ENSAMXG00000000896,1266,640,0.505529226
ENSAMXG00000000897,1362,643,0.472099853
ENSAMXG00000000898,1746,1059,0.60652921
ENSAMXG00000000899,1485,822,0.553535354
ENSAMXG00000000900,2343,1285,0.548442168
ENSAMXG00000000901,1341,767,0.571961223
ENSAMXG00000000902,1461,748,0.511978097
ENSAMXG00000000903,1734,978,0.564013841
ENSAMXG00000000904,1503,736,0.489687292
ENSAMXG00000000905,1917,907,0.473135107
ENSAMXG00000000906,2346,1306,0.556692242
ENSAMXG00000000907,5418,2795,0.515873016
ENSAMXG00000000908,444,247,0.556306306
ENSAMXG00000000909,1371,734,0.535375638
ENSAMXG00000000910,1533,739,0.482061318
ENSAMXG00000000911,714,407,0.570028011
ENSAMXG00000000912,1707,854,0.500292912
ENSAMXG00000000913,2214,1102,0.497741644
ENSAMXG00000000914,2643,1505,0.56942868
ENSAMXG00000000915,930,415,0.446236559
ENSAMXG00000000916,2562,1285,0.50156128
ENSAMXG00000000917,3021,1524,0.504468719
ENSAMXG00000000918,888,419,0.471846847
ENSAMXG00000000919,1893,893,0.471737982
ENSAMXG00000000920,981,465,0.474006116
ENSAMXG00000000921,789,392,0.496831432
ENSAMXG00000000922,891,399,0.447811448
ENSAMXG00000000923,3840,2001,0.52109375
ENSAMXG00000000924,363,174,0.479338843
ENSAMXG00000000925,876,569,0.649543379
ENSAMXG00000000926,2997,1463,0.488154821
ENSAMXG00000000927,2793,1364,0.488363767
ENSAMXG00000000928,1752,1006,0.574200913
ENSAMXG00000000929,2556,1202,0.470266041
ENSAMXG00000000930,684,372,0.543859649
ENSAMXG00000000931,2364,1297,0.548646362
ENSAMXG00000000932,273,120,0.43956044
ENSAMXG00000000933,1419,805,0.567300916
ENSAMXG00000000934,6222,3007,0.483285117
ENSAMXG00000000935,519,290,0.558766859
ENSAMXG00000000936,1389,821,0.591072714
ENSAMXG00000000937,921,490,0.532030402
ENSAMXG00000000938,3372,1756,0.520759193
ENSAMXG00000000939,453,235,0.518763797
ENSAMXG00000000940,822,439,0.53406326
ENSAMXG00000000941,534,248,0.464419476
ENSAMXG00000000942,1131,598,0.528735632
ENSAMXG00000000943,1218,738,0.60591133
ENSAMXG00000000944,2151,1028,0.477917248
ENSAMXG00000000945,10164,5505,0.541617473
ENSAMXG00000000946,432,216,0.5
ENSAMXG00000000947,360,195,0.541666667
ENSAMXG00000000948,2664,1564,0.587087087
ENSAMXG00000000949,1680,928,0.552380952
ENSAMXG00000000950,2136,1100,0.514981273
ENSAMXG00000000951,2259,1019,0.451084551
ENSAMXG00000000952,1314,664,0.505327245
ENSAMXG00000000953,1281,667,0.520686963
ENSAMXG00000000954,1632,742,0.454656863
ENSAMXG00000000955,3900,2038,0.522564103
ENSAMXG00000000956,267,132,0.494382022
ENSAMXG00000000957,1569,673,0.428935628
ENSAMXG00000000958,2880,1491,0.517708333
ENSAMXG00000000959,1275,655,0.51372549
ENSAMXG00000000960,570,297,0.521052632
ENSAMXG00000000961,2421,1257,0.519206939
ENSAMXG00000000962,2322,1094,0.471145564
ENSAMXG00000000963,489,259,0.529652352
ENSAMXG00000000964,576,256,0.444444444
ENSAMXG00000000965,2199,1182,0.537517053
ENSAMXG00000000966,441,203,0.46031746
ENSAMXG00000000967,2583,1304,0.504839334
ENSAMXG00000000968,1560,833,0.533974359
ENSAMXG00000000969,1296,765,0.590277778
ENSAMXG00000000970,591,367,0.620981387
ENSAMXG00000000971,2364,1275,0.539340102
ENSAMXG00000000972,1563,786,0.502879079
ENSAMXG00000000973,1308,621,0.474770642
ENSAMXG00000000974,621,292,0.47020934
ENSAMXG00000000975,318,185,0.581761006
ENSAMXG00000000976,954,540,0.566037736
ENSAMXG00000000977,1269,654,0.51536643
ENSAMXG00000000978,1350,820,0.607407407
ENSAMXG00000000979,13893,7521,0.54135176
ENSAMXG00000000980,849,422,0.497055359
ENSAMXG00000000981,1524,789,0.517716535
ENSAMXG00000000982,3621,1763,0.486882077
ENSAMXG00000000983,3429,1540,0.449110528
ENSAMXG00000000984,1623,844,0.520024646
ENSAMXG00000000985,2427,1330,0.548001648
ENSAMXG00000000986,1776,847,0.476914414
ENSAMXG00000000987,1767,946,0.535370685
ENSAMXG00000000988,4662,2048,0.439296439
ENSAMXG00000000989,1401,734,0.523911492
ENSAMXG00000000990,429,217,0.505827506
ENSAMXG00000000991,2322,1219,0.524978467
ENSAMXG00000000992,453,219,0.483443709
ENSAMXG00000000993,1878,1007,0.536208733
ENSAMXG00000000994,573,305,0.532286213
ENSAMXG00000000995,342,180,0.526315789
ENSAMXG00000000996,567,260,0.458553792
ENSAMXG00000000997,1518,723,0.476284585
ENSAMXG00000000998,390,201,0.515384615
ENSAMXG00000000999,369,167,0.452574526
ENSAMXG00000001000,1464,773,0.528005464
ENSAMXG00000001001,1509,811,0.537442015
ENSAMXG00000001002,2832,1298,0.458333333
ENSAMXG00000001003,861,469,0.544715447
ENSAMXG00000001004,423,209,0.494089835
ENSAMXG00000001005,1386,706,0.509379509
ENSAMXG00000001006,753,363,0.482071713
ENSAMXG00000001007,726,426,0.58677686
ENSAMXG00000001008,1257,721,0.573587908
ENSAMXG00000001009,750,356,0.474666667
ENSAMXG00000001010,546,244,0.446886447
ENSAMXG00000001011,2100,1032,0.491428571
ENSAMXG00000001012,306,152,0.496732026
ENSAMXG00000001013,2967,1567,0.528142905
ENSAMXG00000001014,2046,1003,0.490224829
ENSAMXG00000001015,1872,1011,0.540064103
ENSAMXG00000001016,918,484,0.527233115
ENSAMXG00000001017,426,226,0.530516432
ENSAMXG00000001018,1917,913,0.476264997
ENSAMXG00000001019,1002,486,0.48502994
ENSAMXG00000001020,1593,846,0.531073446
ENSAMXG00000001021,1986,925,0.465760322
ENSAMXG00000001022,3450,1897,0.549855072
ENSAMXG00000001023,1185,587,0.49535865
ENSAMXG00000001024,2913,1506,0.516992791
ENSAMXG00000001025,1635,767,0.46911315
ENSAMXG00000001026,1131,517,0.457117595
ENSAMXG00000001027,3402,1835,0.539388595
ENSAMXG00000001028,978,512,0.523517382
ENSAMXG00000001029,3642,2133,0.585667216
ENSAMXG00000001030,3291,1633,0.496201762
ENSAMXG00000001031,378,219,0.579365079
ENSAMXG00000001032,4401,2178,0.494887526
ENSAMXG00000001033,1386,731,0.527417027
ENSAMXG00000001034,858,394,0.459207459
ENSAMXG00000001035,1218,621,0.509852217
ENSAMXG00000001036,498,248,0.497991968
ENSAMXG00000001037,282,162,0.574468085
ENSAMXG00000001038,1149,630,0.548302872
ENSAMXG00000001039,198,98,0.494949495
ENSAMXG00000001040,756,390,0.515873016
ENSAMXG00000001041,5985,3162,0.528320802
ENSAMXG00000001042,513,294,0.573099415
ENSAMXG00000001043,1689,879,0.520426288
ENSAMXG00000001044,1413,694,0.491153574
ENSAMXG00000001045,198,89,0.449494949
ENSAMXG00000001046,1524,778,0.510498688
ENSAMXG00000001047,477,311,0.651991614
ENSAMXG00000001048,918,456,0.496732026
ENSAMXG00000001049,2127,1061,0.498824636
ENSAMXG00000001050,2220,1296,0.583783784
ENSAMXG00000001051,891,444,0.498316498
ENSAMXG00000001052,1071,550,0.513538749
ENSAMXG00000001053,2253,1178,0.522858411
ENSAMXG00000001054,525,277,0.527619048
ENSAMXG00000001055,1977,1034,0.523014669
ENSAMXG00000001056,1821,898,0.49313564
ENSAMXG00000001057,3096,1867,0.603036176
ENSAMXG00000001058,1845,841,0.455826558
ENSAMXG00000001059,888,420,0.472972973
ENSAMXG00000001060,6588,3672,0.557377049
ENSAMXG00000001061,1791,917,0.512004467
ENSAMXG00000001062,9726,4991,0.5131606
ENSAMXG00000001063,498,293,0.588353414
ENSAMXG00000001064,399,197,0.493734336
ENSAMXG00000001065,669,299,0.446935725
ENSAMXG00000001066,4851,2387,0.492063492
ENSAMXG00000001067,609,346,0.568144499
ENSAMXG00000001068,1947,969,0.497688752
ENSAMXG00000001069,639,310,0.48513302
ENSAMXG00000001070,2652,1540,0.580693816
ENSAMXG00000001071,612,339,0.553921569
ENSAMXG00000001072,2049,1003,0.489507077
ENSAMXG00000001073,1422,755,0.530942335
ENSAMXG00000001074,447,238,0.532438479
ENSAMXG00000001075,432,228,0.527777778
ENSAMXG00000001076,3588,1968,0.548494983
ENSAMXG00000001077,762,402,0.527559055
ENSAMXG00000001078,1092,542,0.496336996
ENSAMXG00000001079,1374,703,0.511644833
ENSAMXG00000001080,1278,722,0.564945227
ENSAMXG00000001081,1005,525,0.52238806
ENSAMXG00000001082,555,310,0.558558559
ENSAMXG00000001083,3318,1710,0.515370705
ENSAMXG00000001084,384,200,0.520833333
ENSAMXG00000001085,426,199,0.46713615
ENSAMXG00000001086,528,324,0.613636364
ENSAMXG00000001087,471,243,0.515923567
ENSAMXG00000001088,486,252,0.518518519
ENSAMXG00000001089,1407,715,0.508173419
ENSAMXG00000001090,333,132,0.396396396
ENSAMXG00000001091,2802,1477,0.527123483
ENSAMXG00000001092,453,245,0.540838852
ENSAMXG00000001093,426,233,0.546948357
ENSAMXG00000001094,1233,675,0.547445255
ENSAMXG00000001095,981,610,0.621814475
ENSAMXG00000001096,1158,585,0.505181347
ENSAMXG00000001097,3660,1924,0.52568306
ENSAMXG00000001098,1119,615,0.549597855
ENSAMXG00000001099,990,535,0.54040404
ENSAMXG00000001100,1521,820,0.539119001
ENSAMXG00000001101,1422,638,0.448663854
ENSAMXG00000001102,2850,1472,0.516491228
ENSAMXG00000001103,687,323,0.470160116
ENSAMXG00000001104,837,369,0.440860215
ENSAMXG00000001105,768,352,0.458333333
