gene_id,gene_length,GC_length,GC_prop,mean,median,longest_isoform,merged,exon_number,SSR,HPR
ENSAMXG00000000347,852,389,0.45657277,1321,1321,1321,1321,5,1,0
ENSAMXG00000000348,2436,1256,0.515599343,3979,3979,3979,3979,13,0,1
ENSAMXG00000000349,2199,1117,0.507958163,3330,3330,3330,3330,4,1,0
ENSAMXG00000000350,3309,1673,0.505590813,4255,4255,4255,4255,30,1,1
ENSAMXG00000000351,1260,665,0.527777778,1505,1505,1505,1505,10,0,0
ENSAMXG00000000352,1260,608,0.482539683,1260,1260,1260,1260,2,1,1
ENSAMXG00000000353,1089,546,0.50137741,1089,1089,1089,1089,4,1,1
ENSAMXG00000000354,885,391,0.44180791,885,885,885,885,11,1,0
ENSAMXG00000000355,4545,2467,0.542794279,4545,4545,4545,4545,36,1,1
ENSAMXG00000000356,9426,5092,0.540207935,11933,11933,11933,11933,54,1,1
ENSAMXG00000000357,807,397,0.491945477,1048,1048,1048,1048,10,1,0
ENSAMXG00000000358,2790,1535,0.550179211,3717,3717,3717,3717,19,0,1
ENSAMXG00000000359,507,263,0.518737673,817,817,817,817,4,1,1
ENSAMXG00000000360,1566,817,0.521711367,1566,1566,1566,1566,3,0,0
ENSAMXG00000000361,336,147,0.4375,484,484,484,484,3,1,1
ENSAMXG00000000362,324,176,0.543209877,491,491,491,491,3,1,1
ENSAMXG00000000363,1680,908,0.54047619,2920,2920,2920,2920,10,1,1
ENSAMXG00000000364,351,163,0.464387464,1260,1260,1260,1260,5,1,1
ENSAMXG00000000365,1245,709,0.569477912,3591,3591,3591,3591,6,1,1
ENSAMXG00000000366,942,538,0.571125265,5155,5155,5155,5155,6,1,0
ENSAMXG00000000367,1287,617,0.479409479,2694,2694,2694,2694,2,1,1
ENSAMXG00000000368,330,167,0.506060606,580,580,580,580,2,1,0
ENSAMXG00000000369,1518,748,0.492753623,3229,3229,3229,3229,2,1,0
ENSAMXG00000000370,2799,1472,0.525902108,4663,4663,4663,4663,29,1,0
ENSAMXG00000000371,1455,782,0.537457045,2599,2599,2599,2599,13,1,1
ENSAMXG00000000372,1041,436,0.41882805,1446,1446,1446,1446,2,1,1
ENSAMXG00000000373,372,212,0.569892473,1408,1408,1408,1408,3,1,1
ENSAMXG00000000374,861,428,0.4970964,1956,1956,1956,1956,2,0,0
ENSAMXG00000000375,1038,616,0.59344894,2741,2741,2741,2741,3,1,1
ENSAMXG00000000376,1431,733,0.51222921,2314,2314,2314,2314,5,1,1
ENSAMXG00000000377,1413,694,0.491153574,2379,2379,2379,2379,11,1,0
ENSAMXG00000000378,1587,853,0.537492124,1777,1777,1777,1777,17,0,0
ENSAMXG00000000379,3990,1953,0.489473684,8855,8855,8855,8855,24,1,1
ENSAMXG00000000380,978,614,0.627811861,2392,2392,2392,2392,4,1,1
ENSAMXG00000000381,1518,782,0.515151515,1750,1750,1750,1750,15,0,0
ENSAMXG00000000382,159,70,0.440251572,1054,1054,1054,1054,3,1,0
ENSAMXG00000000383,648,345,0.532407407,1693,1693,1693,1693,5,1,0
ENSAMXG00000000384,1029,601,0.584062196,1167,1167,1167,1167,7,1,1
ENSAMXG00000000385,2688,1314,0.488839286,7858,7858,7858,7858,23,1,0
ENSAMXG00000000386,3183,1783,0.560163368,3225,3225,3225,3225,28,1,1
ENSAMXG00000000387,2571,1358,0.528199144,2934,2934,2934,2934,19,0,0
ENSAMXG00000000388,4599,2660,0.578386606,4599,4599,4599,4599,23,1,0
ENSAMXG00000000389,630,337,0.534920635,1982,1982,1982,1982,6,1,0
ENSAMXG00000000390,2493,1437,0.576413959,2740,2740,2740,2740,27,1,0
ENSAMXG00000000391,11538,6041,0.523574276,11688,11688,11688,11688,66,1,1
ENSAMXG00000000392,1014,491,0.484220907,3327,3327,3327,3327,12,1,1
ENSAMXG00000000393,4011,2350,0.585888806,4011,4011,4011,4011,22,1,0
ENSAMXG00000000394,3279,1668,0.508691674,6358,6358,6358,6358,27,1,1
ENSAMXG00000000395,1206,536,0.444444444,1374,1374,1374,1374,8,1,1
ENSAMXG00000000396,1251,715,0.571542766,4010,4010,4010,4010,4,1,0
ENSAMXG00000000397,1677,871,0.519379845,4029,4029,4029,4029,9,1,0
ENSAMXG00000000398,5340,2778,0.520224719,5616,5616,5616,5616,19,1,1
ENSAMXG00000000399,558,294,0.52688172,1056,1056,1056,1056,5,1,0
ENSAMXG00000000400,786,380,0.48346056,1244,1244,1244,1244,4,1,0
ENSAMXG00000000401,420,211,0.502380952,1034,1034,1034,1034,3,1,0
ENSAMXG00000000402,1464,721,0.492486339,1895,1895,1895,1895,12,1,1
ENSAMXG00000000403,1404,776,0.552706553,1900,1900,1900,1900,9,1,0
ENSAMXG00000000404,2832,1439,0.508121469,4476,4476,4476,4476,10,1,1
ENSAMXG00000000405,1551,779,0.502256609,3563,3563,3563,3563,14,1,1
ENSAMXG00000000406,579,322,0.556131261,3592,3592,3592,3592,3,1,1
ENSAMXG00000000407,834,431,0.516786571,1879,1879,1879,1879,7,1,0
ENSAMXG00000000408,3042,1535,0.504602235,4652,4652,4652,4652,21,1,1
ENSAMXG00000000409,378,213,0.563492063,452,452,452,452,4,1,1
ENSAMXG00000000410,567,319,0.562610229,1148,1148,1148,1148,5,1,1
ENSAMXG00000000411,1194,603,0.505025126,2953,2953,2953,2953,9,1,0
ENSAMXG00000000412,1371,772,0.563092633,1398,1398,1398,1398,9,1,1
ENSAMXG00000000413,3285,1957,0.595738204,6902,6902,6902,6902,12,1,1
ENSAMXG00000000414,510,300,0.588235294,555,555,555,555,2,1,1
ENSAMXG00000000415,528,327,0.619318182,1754,1754,1754,1754,3,1,1
ENSAMXG00000000416,915,456,0.498360656,1215,1215,1215,1215,7,1,1
ENSAMXG00000000417,441,236,0.535147392,1997,1997,1997,1997,5,1,1
ENSAMXG00000000418,270,129,0.477777778,270,270,270,270,3,1,0
ENSAMXG00000000419,3408,1500,0.440140845,3408,3408,3408,3408,12,1,1
ENSAMXG00000000420,4464,2301,0.515456989,4755,4755,4755,4755,27,1,0
ENSAMXG00000000421,3060,1650,0.539215686,3210,3210,3210,3210,27,1,0
ENSAMXG00000000422,1686,870,0.516014235,3749,3749,3749,3749,9,1,1
ENSAMXG00000000423,699,437,0.625178827,699,699,699,699,4,0,0
ENSAMXG00000000424,780,413,0.529487179,2336,2336,2336,2336,5,1,1
ENSAMXG00000000425,729,380,0.521262003,1034,1034,1034,1034,4,1,1
ENSAMXG00000000426,768,359,0.467447917,3423,3423,3423,3423,11,1,1
ENSAMXG00000000427,558,316,0.566308244,1441,1441,1441,1441,4,1,1
ENSAMXG00000000428,747,459,0.614457831,747,747,747,747,3,1,1
ENSAMXG00000000429,594,327,0.550505051,1852,1852,1852,1852,5,1,1
ENSAMXG00000000430,639,309,0.483568075,1043,1043,1043,1043,4,1,1
ENSAMXG00000000431,1110,582,0.524324324,2394,2394,2394,2394,6,1,0
ENSAMXG00000000432,366,187,0.510928962,458,458,458,458,4,1,1
ENSAMXG00000000433,1572,961,0.611323155,3913,3913,3913,3913,2,0,0
ENSAMXG00000000434,381,206,0.540682415,516,516,516,516,2,1,0
ENSAMXG00000000435,1539,927,0.602339181,1558,1558,1558,1558,4,0,0
ENSAMXG00000000436,774,379,0.489664083,1010,1010,1010,1010,7,1,1
ENSAMXG00000000437,3045,1537,0.504761905,8728,8728,8728,8728,26,1,0
ENSAMXG00000000438,1446,802,0.554633472,3671,3671,3671,3671,6,1,0
ENSAMXG00000000439,498,245,0.491967871,814,814,814,814,3,1,1
ENSAMXG00000000440,2379,1225,0.514922236,5966,5966,5966,5966,19,1,0
ENSAMXG00000000441,1977,1083,0.547799697,6962,6962,6962,6962,6,1,1
ENSAMXG00000000442,7659,4249,0.554772163,7744,7744,7744,7744,61,1,0
ENSAMXG00000000443,3537,1914,0.541136556,5175,5175,5175,5175,10,1,1
ENSAMXG00000000444,666,370,0.555555556,3838,3838,3838,3838,6,1,0
ENSAMXG00000000445,405,188,0.464197531,405,405,405,405,5,1,1
ENSAMXG00000000446,660,323,0.489393939,1528,1528,1528,1528,7,1,1
ENSAMXG00000000447,1431,689,0.481481481,1431,1431,1431,1431,13,1,1
ENSAMXG00000000448,681,300,0.440528634,2123,2123,2123,2123,4,1,0
ENSAMXG00000000449,1182,643,0.543993232,1182,1182,1182,1182,3,1,1
ENSAMXG00000000450,540,247,0.457407407,540,540,540,540,6,0,0
ENSAMXG00000000451,546,289,0.529304029,546,546,546,546,2,1,1
ENSAMXG00000000452,858,498,0.58041958,2218,2218,2218,2218,7,1,0
ENSAMXG00000000453,456,189,0.414473684,5196,5196,5196,5196,6,1,0
ENSAMXG00000000454,687,338,0.491994178,3242,3242,3242,3242,7,0,1
ENSAMXG00000000455,1530,776,0.507189542,2141,2141,2141,2141,16,1,1
ENSAMXG00000000456,567,245,0.432098765,567,567,567,567,7,1,1
ENSAMXG00000000457,1047,610,0.582617001,1047,1047,1047,1047,5,1,1
ENSAMXG00000000458,2742,1573,0.573668855,2742,2742,2742,2742,16,1,1
ENSAMXG00000000459,2070,1140,0.550724638,5053,5053,5053,5053,7,1,1
ENSAMXG00000000460,2025,1128,0.557037037,2310,2310,2310,2310,15,1,0
ENSAMXG00000000461,5313,2695,0.507246377,5313,5313,5313,5313,38,1,0
ENSAMXG00000000462,1011,591,0.584569733,3296,3296,3296,3296,6,1,1
ENSAMXG00000000463,567,251,0.442680776,567,567,567,567,6,1,1
ENSAMXG00000000464,795,436,0.548427673,5564,5564,5564,5564,6,1,1
ENSAMXG00000000465,939,423,0.450479233,1106,1106,1106,1106,10,1,1
ENSAMXG00000000466,630,304,0.482539683,836,836,836,836,5,1,0
ENSAMXG00000000467,1341,729,0.543624161,2592,2592,2592,2592,9,1,0
ENSAMXG00000000468,1101,535,0.485921889,1101,1101,1101,1101,4,1,1
ENSAMXG00000000469,2556,1311,0.512910798,2879,2879,2879,2879,3,0,1
ENSAMXG00000000470,1599,900,0.562851782,2190,2190,2190,2190,7,1,1
ENSAMXG00000000471,618,301,0.487055016,1921,1921,1921,1921,4,1,0
ENSAMXG00000000472,3651,1931,0.528896193,3862,3862,3862,3862,31,1,1
ENSAMXG00000000473,471,293,0.622080679,471,471,471,471,2,1,1
ENSAMXG00000000474,399,236,0.591478697,4324,4324,4324,4324,3,1,1
ENSAMXG00000000475,3303,1595,0.482894338,3574,3574,3574,3574,31,1,0
ENSAMXG00000000476,2943,1594,0.541624193,3364,3364,3364,3364,3,1,0
ENSAMXG00000000477,1626,877,0.539360394,1626,1626,1626,1626,12,1,0
ENSAMXG00000000478,1026,540,0.526315789,1114,1114,1114,1114,7,1,0
ENSAMXG00000000479,3585,1656,0.461924686,3908,3780,4042,4099,27,1,0
ENSAMXG00000000480,2382,1190,0.499580185,3650,3650,3650,3650,21,1,0
ENSAMXG00000000481,1566,746,0.476372925,1566,1566,1566,1566,2,1,1
ENSAMXG00000000482,669,428,0.639760837,669,669,669,669,3,1,1
ENSAMXG00000000483,2982,1394,0.467471496,2982,2982,2982,2982,11,1,0
ENSAMXG00000000484,828,498,0.601449275,828,828,828,828,2,1,1
ENSAMXG00000000485,1491,845,0.566733736,2086,2086,2086,2086,10,1,0
ENSAMXG00000000486,381,184,0.482939633,475,475,475,475,5,1,1
ENSAMXG00000000487,459,272,0.592592593,2269,2269,2269,2269,3,1,1
ENSAMXG00000000488,855,439,0.513450292,2155,2155,2155,2155,10,1,0
ENSAMXG00000000489,1362,585,0.429515419,3279,3279,3279,3279,14,1,1
ENSAMXG00000000490,3504,1521,0.434075342,3504,3504,3504,3504,16,1,0
ENSAMXG00000000491,4800,2741,0.571041667,4800,4800,4800,4800,41,1,0
ENSAMXG00000000492,1836,954,0.519607843,4375,4375,4375,4375,17,1,1
ENSAMXG00000000493,1269,627,0.494089835,1495,1495,1495,1495,15,1,1
ENSAMXG00000000494,1635,832,0.508868502,2065,2065,2065,2065,6,1,1
ENSAMXG00000000495,4734,2344,0.495141529,7360,7360,7360,7360,18,1,0
ENSAMXG00000000496,612,339,0.553921569,862,862,862,862,3,1,1
ENSAMXG00000000497,1137,671,0.590149516,1137,1137,1137,1137,8,1,0
ENSAMXG00000000498,2475,1382,0.558383838,2591,2591,2591,2591,16,1,0
ENSAMXG00000000499,1635,924,0.565137615,2824,2824,2824,2824,11,1,1
ENSAMXG00000000500,621,340,0.547504026,1121,1121,1121,1121,3,1,1
ENSAMXG00000000501,603,287,0.475953566,603,603,603,603,2,1,1
ENSAMXG00000000502,2382,1253,0.526028547,2653,2653,2653,2653,25,1,1
ENSAMXG00000000503,3039,1413,0.464955577,5487,5487,5487,5487,16,1,1
ENSAMXG00000000504,1425,672,0.471578947,1820,1820,1820,1820,6,1,0
ENSAMXG00000000505,1140,569,0.499122807,3181,3181,3181,3181,3,1,1
ENSAMXG00000000506,26406,13448,0.509278194,27676,27676,27676,27676,146,1,1
ENSAMXG00000000507,2229,1191,0.534320323,2441,2441,2441,2441,15,1,0
ENSAMXG00000000508,1002,474,0.473053892,2312,2312,2312,2312,12,1,1
ENSAMXG00000000509,2931,1390,0.474240873,3180,3180,3180,3180,23,0,0
ENSAMXG00000000510,1056,533,0.504734848,2468,2468,2468,2468,10,1,1
ENSAMXG00000000511,4296,2414,0.561918063,8557,8557,8557,8557,22,1,1
ENSAMXG00000000512,1200,679,0.565833333,1245,1245,1245,1245,8,1,0
ENSAMXG00000000513,1272,655,0.514937107,4201,4201,4201,4201,8,1,1
ENSAMXG00000000514,957,461,0.481713689,1245,1245,1245,1245,11,1,0
ENSAMXG00000000515,1251,712,0.569144684,2208,2208,2208,2208,6,1,1
ENSAMXG00000000516,2115,1032,0.487943262,3047,3047,3047,3047,11,1,1
ENSAMXG00000000517,2388,1153,0.482830821,2914,2914,2914,2914,19,1,0
ENSAMXG00000000518,1572,848,0.539440204,4825,4825,4825,4825,4,1,1
ENSAMXG00000000519,1341,649,0.483967189,1475,1475,1475,1475,11,1,1
ENSAMXG00000000520,2868,1439,0.501743375,3922,3922,3922,3922,7,1,0
ENSAMXG00000000521,1302,737,0.566052227,1833,1833,1833,1833,2,1,1
ENSAMXG00000000522,324,154,0.475308642,1017,1017,1017,1017,4,1,0
ENSAMXG00000000523,1299,630,0.484988453,1587,1587,1587,1587,6,1,0
ENSAMXG00000000524,1401,772,0.551034975,6060,6060,6060,6060,8,1,0
ENSAMXG00000000525,1467,691,0.471029312,4778,4778,4778,4778,11,1,0
ENSAMXG00000000526,1305,581,0.445210728,1705,1481,1949,1949,12,1,0
ENSAMXG00000000527,1080,634,0.587037037,1547,1547,1547,1547,6,1,1
ENSAMXG00000000528,2514,1235,0.491249006,4739,4739,4739,4739,22,1,0
ENSAMXG00000000529,1005,473,0.470646766,1688,1688,1688,1688,6,1,1
ENSAMXG00000000530,498,238,0.477911647,1497,1497,1497,1497,4,1,1
ENSAMXG00000000531,1068,572,0.535580524,4969,4969,4969,4969,7,1,0
ENSAMXG00000000532,507,247,0.487179487,507,507,507,507,4,0,1
ENSAMXG00000000533,807,478,0.592317224,807,807,807,807,2,1,1
ENSAMXG00000000534,1650,845,0.512121212,1732,1809,1809,1840,14,1,0
ENSAMXG00000000535,756,401,0.53042328,1164,1164,1164,1164,3,1,0
ENSAMXG00000000536,3123,1486,0.475824528,3123,3123,3123,3123,31,1,1
ENSAMXG00000000537,1356,641,0.472713864,5240,5240,5240,5240,3,1,0
ENSAMXG00000000538,1029,491,0.477162293,3270,3270,3270,3270,8,1,1
ENSAMXG00000000539,837,424,0.506571087,968,968,968,968,8,1,0
ENSAMXG00000000540,5238,2211,0.422107675,5521,5521,5521,5521,3,1,1
ENSAMXG00000000541,2292,1118,0.487783595,2758,2758,2758,2758,19,1,0
ENSAMXG00000000542,2229,1158,0.519515478,3784,3784,3784,3784,15,1,1
ENSAMXG00000000543,2184,1071,0.490384615,2184,2184,2184,2184,18,1,1
ENSAMXG00000000544,3318,1683,0.507233273,4461,4461,4461,4461,27,1,0
ENSAMXG00000000545,564,279,0.494680851,2804,2804,2804,2804,5,1,0
ENSAMXG00000000546,2277,1062,0.466403162,2277,2277,2277,2277,2,1,0
ENSAMXG00000000547,2337,1342,0.574240479,2896,2896,2896,2896,21,1,0
ENSAMXG00000000548,3660,1895,0.517759563,4490,4517,4517,4517,24,1,1
ENSAMXG00000000549,4977,2427,0.487643159,4986,4986,4986,4986,30,1,1
ENSAMXG00000000550,1749,927,0.530017153,3877,3877,3877,3877,13,1,0
ENSAMXG00000000551,1458,740,0.507544582,2459,2459,2459,2459,10,1,1
ENSAMXG00000000552,840,519,0.617857143,1616,1616,1616,1616,3,1,0
ENSAMXG00000000553,2067,1070,0.517658442,5299,5299,5299,5299,12,1,0
ENSAMXG00000000554,2640,1380,0.522727273,5619,5619,5619,5619,23,1,0
ENSAMXG00000000555,3519,1832,0.520602444,8351,8351,8351,8351,9,1,1
ENSAMXG00000000556,1092,558,0.510989011,1518,1518,1518,1518,11,1,0
ENSAMXG00000000557,4479,2486,0.555034606,6445,6445,6684,6858,32,1,1
ENSAMXG00000000558,372,178,0.478494624,440,440,440,440,4,1,1
ENSAMXG00000000559,1098,531,0.483606557,5369,5369,5369,5369,3,1,1
ENSAMXG00000000560,3549,1814,0.511129896,7227,7227,7227,7227,29,1,1
ENSAMXG00000000561,1305,735,0.563218391,2280,2280,2280,2280,8,1,1
ENSAMXG00000000562,4884,2417,0.494881245,4884,4884,4884,4884,23,1,1
ENSAMXG00000000563,2148,1163,0.541433892,3329,3329,3329,3329,17,1,0
ENSAMXG00000000564,2397,1094,0.456403838,3374,3374,3374,3374,22,1,1
ENSAMXG00000000565,1170,631,0.539316239,6177,6177,6177,6177,6,1,0
ENSAMXG00000000566,3366,1689,0.501782531,3366,3366,3366,3366,25,1,1
ENSAMXG00000000567,852,387,0.454225352,2785,2785,2785,2785,12,1,0
ENSAMXG00000000568,2931,1474,0.502900034,3625,3625,3625,3625,28,1,0
ENSAMXG00000000569,1599,810,0.506566604,1599,1599,1599,1599,12,1,1
ENSAMXG00000000570,273,126,0.461538462,818,818,818,818,2,1,1
ENSAMXG00000000571,1263,713,0.564528899,1263,1263,1263,1263,3,1,1
ENSAMXG00000000572,1230,684,0.556097561,1425,1425,1425,1425,7,1,1
ENSAMXG00000000573,1008,525,0.520833333,4272,4272,4272,4272,5,1,1
ENSAMXG00000000574,2670,1454,0.544569288,2670,2670,2670,2670,21,1,0
ENSAMXG00000000575,588,290,0.493197279,1399,1399,1399,1399,6,1,1
ENSAMXG00000000576,2622,1310,0.499618612,2622,2622,2622,2622,21,1,1
ENSAMXG00000000577,1731,1043,0.602541883,4563,4563,4563,4563,17,1,1
ENSAMXG00000000578,1119,564,0.504021448,1284,1284,1284,1284,9,0,0
ENSAMXG00000000579,1638,770,0.47008547,3790,3790,3790,3790,13,1,0
ENSAMXG00000000580,1179,552,0.468193384,3609,3609,3609,3609,8,1,1
ENSAMXG00000000581,1917,1026,0.535211268,5418,5418,5418,5418,19,1,1
ENSAMXG00000000582,2112,1018,0.482007576,2112,2112,2112,2112,17,1,1
ENSAMXG00000000583,1413,691,0.489030432,5248,5248,5248,5248,13,1,0
ENSAMXG00000000584,720,399,0.554166667,4100,4100,4100,4100,5,1,0
ENSAMXG00000000585,1011,509,0.503461919,6788,6788,6788,6788,5,1,0
ENSAMXG00000000586,849,484,0.57008245,5068,5068,5068,5068,8,1,1
ENSAMXG00000000587,1335,635,0.475655431,2940,2940,2940,2940,10,1,1
ENSAMXG00000000588,384,198,0.515625,4125,4125,4125,4125,4,1,0
ENSAMXG00000000589,1461,718,0.491444216,2715,2715,2715,2715,12,1,1
ENSAMXG00000000590,3738,1830,0.489566613,6577,6577,6577,6577,28,1,1
ENSAMXG00000000591,681,368,0.540381791,732,732,732,732,5,1,0
ENSAMXG00000000592,1932,982,0.508281573,2262,2262,2262,2262,9,1,1
ENSAMXG00000000593,1374,677,0.49272198,2332,2332,2332,2332,10,1,0
ENSAMXG00000000594,807,472,0.58488228,3701,3701,3701,3701,2,1,1
ENSAMXG00000000595,522,253,0.48467433,522,522,522,522,5,1,1
ENSAMXG00000000596,930,442,0.475268817,1261,1261,1261,1261,2,1,0
ENSAMXG00000000597,462,256,0.554112554,2173,2173,2173,2173,3,1,1
ENSAMXG00000000598,1284,654,0.509345794,1284,1284,1284,1284,14,1,1
ENSAMXG00000000599,1332,548,0.411411411,2452,2452,2452,2452,13,1,1
ENSAMXG00000000600,1083,615,0.567867036,4402,4402,4402,4402,6,1,0
ENSAMXG00000000601,927,455,0.490830636,1823,1823,1823,1823,5,0,0
ENSAMXG00000000602,663,359,0.54147813,1151,1151,1151,1151,4,1,1
ENSAMXG00000000603,5700,2702,0.474035088,10777,10777,10777,10777,47,1,0
ENSAMXG00000000604,585,290,0.495726496,1687,1687,1687,1687,5,1,1
ENSAMXG00000000605,1047,525,0.501432665,1029,1014,1047,1231,16,1,0
ENSAMXG00000000606,993,435,0.438066465,1535,1535,1535,1535,11,1,0
ENSAMXG00000000607,504,263,0.521825397,1288,1288,1288,1288,4,1,1
ENSAMXG00000000608,1029,481,0.467444121,1550,1550,1550,1550,13,1,0
ENSAMXG00000000609,432,214,0.49537037,679,679,679,679,3,0,0
ENSAMXG00000000610,795,403,0.506918239,1325,1325,1325,1325,6,1,1
ENSAMXG00000000611,1056,564,0.534090909,1825,1825,1825,1825,2,1,0
ENSAMXG00000000612,4215,2174,0.515776987,4364,4364,4364,4364,53,1,0
ENSAMXG00000000613,630,368,0.584126984,630,630,630,630,3,1,1
ENSAMXG00000000614,816,437,0.535539216,816,816,816,816,3,1,0
ENSAMXG00000000615,3978,2067,0.519607843,6981,6981,6981,6981,43,1,1
ENSAMXG00000000616,1035,541,0.522705314,1705,1705,1705,1705,2,0,1
ENSAMXG00000000617,456,273,0.598684211,732,732,732,732,2,1,0
ENSAMXG00000000618,855,452,0.528654971,855,855,855,855,2,1,0
ENSAMXG00000000619,4818,2335,0.48464093,5253,5253,5253,5253,28,1,1
ENSAMXG00000000620,855,373,0.43625731,1168,1168,1168,1168,8,0,0
ENSAMXG00000000621,837,492,0.58781362,1350,1350,1350,1350,2,1,1
ENSAMXG00000000622,987,511,0.517730496,1078,1078,1078,1078,8,1,0
ENSAMXG00000000623,1770,829,0.468361582,1770,1770,1770,1770,12,1,1
ENSAMXG00000000624,2106,1012,0.480531814,5729,5729,5729,5729,6,1,0
ENSAMXG00000000625,2481,1312,0.528819025,4103,4103,4103,4103,18,1,1
ENSAMXG00000000626,1941,1060,0.546110252,4796,4796,4796,4796,2,1,1
ENSAMXG00000000627,732,408,0.557377049,3801,3801,3801,3801,5,1,1
ENSAMXG00000000628,624,347,0.556089744,4739,4739,4739,4739,5,1,0
ENSAMXG00000000629,1515,719,0.474587459,2548,2548,2548,2548,9,1,0
ENSAMXG00000000630,1413,634,0.448690729,1490,1490,1490,1490,13,1,1
ENSAMXG00000000631,576,275,0.477430556,2260,2260,2260,2260,4,1,1
ENSAMXG00000000632,1860,935,0.502688172,2459,2459,2459,2459,10,0,1
ENSAMXG00000000633,3291,1462,0.444241872,5235,5235,5235,5235,27,1,1
ENSAMXG00000000634,681,325,0.477239354,1510,1510,1510,1510,9,1,0
ENSAMXG00000000635,1329,540,0.406320542,1961,1961,1961,1961,2,1,0
ENSAMXG00000000636,462,212,0.458874459,462,462,462,462,4,1,1
ENSAMXG00000000637,1659,871,0.525015069,1659,1659,1659,1659,17,1,0
ENSAMXG00000000638,3498,1922,0.549456832,3549,3549,3549,3549,22,1,0
ENSAMXG00000000639,1254,762,0.607655502,1254,1254,1254,1254,8,1,1
ENSAMXG00000000640,4899,1838,0.375178608,7583,7583,7583,7583,32,1,1
ENSAMXG00000000641,5304,2871,0.541289593,7787,7787,7787,7787,28,1,1
ENSAMXG00000000642,267,126,0.471910112,267,267,267,267,3,1,1
ENSAMXG00000000643,1866,850,0.455519829,3752,3752,3752,3752,16,0,0
ENSAMXG00000000644,1821,917,0.503569467,2896,2896,2896,2896,16,1,1
ENSAMXG00000000645,1740,908,0.52183908,3473,3473,3473,3473,23,1,1
ENSAMXG00000000646,765,325,0.424836601,1999,1999,1999,1999,5,1,0
ENSAMXG00000000647,687,387,0.563318777,4821,4821,4821,4821,3,1,1
ENSAMXG00000000648,285,126,0.442105263,1120,1120,1120,1120,3,1,1
ENSAMXG00000000649,378,163,0.431216931,995,995,995,995,4,1,0
ENSAMXG00000000650,1029,492,0.478134111,1353,1353,1353,1353,7,0,0
ENSAMXG00000000651,2031,1052,0.517971443,2169,2169,2169,2169,21,1,1
ENSAMXG00000000652,591,321,0.543147208,1733,1733,1733,1733,2,1,1
ENSAMXG00000000653,1545,716,0.463430421,1545,1545,1545,1545,18,1,1
ENSAMXG00000000654,318,146,0.459119497,4748,4748,4748,4748,4,1,0
ENSAMXG00000000655,288,155,0.538194444,901,901,901,901,2,1,1
ENSAMXG00000000656,681,308,0.452276065,1986,1986,1986,1986,7,1,0
ENSAMXG00000000657,1380,690,0.5,5575,5575,5575,5575,4,1,0
ENSAMXG00000000658,2739,1505,0.54947061,2739,2739,2739,2739,23,1,0
ENSAMXG00000000659,714,354,0.495798319,714,714,714,714,5,1,0
ENSAMXG00000000660,393,203,0.51653944,1640,1640,1640,1640,3,1,1
ENSAMXG00000000661,1440,715,0.496527778,2768,2768,2768,2768,13,1,1
ENSAMXG00000000662,3102,1666,0.537072856,3504,3504,3504,3504,21,1,1
ENSAMXG00000000663,783,454,0.579821201,3482,3482,3482,3482,4,1,0
ENSAMXG00000000664,2496,1430,0.572916667,2496,2496,2496,2496,5,1,1
ENSAMXG00000000665,357,175,0.490196078,414,414,414,414,2,0,0
ENSAMXG00000000666,1578,809,0.512674271,1851,1851,1851,1851,18,1,0
ENSAMXG00000000667,3474,2008,0.57800806,3474,3474,3474,3474,7,1,1
ENSAMXG00000000668,1695,788,0.464896755,1999,1999,1999,1999,15,1,0
ENSAMXG00000000669,2196,1120,0.510018215,5266,5273,5273,5311,22,1,1
ENSAMXG00000000670,480,220,0.458333333,989,989,989,989,9,1,0
ENSAMXG00000000671,450,214,0.475555556,1557,1557,1557,1557,5,1,0
ENSAMXG00000000672,855,473,0.553216374,1477,1477,1477,1477,10,1,0
ENSAMXG00000000673,4857,2588,0.532839201,9772,9772,9772,9772,23,1,1
ENSAMXG00000000674,696,418,0.600574713,4147,4147,4147,4147,2,1,1
ENSAMXG00000000675,1407,682,0.484719261,2983,2983,2983,2983,17,1,1
ENSAMXG00000000676,339,187,0.551622419,423,423,423,423,2,1,0
ENSAMXG00000000677,498,183,0.36746988,498,498,498,498,2,1,0
ENSAMXG00000000678,843,508,0.602609727,1572,1572,1572,1572,2,1,1
ENSAMXG00000000679,891,589,0.661054994,1848,1848,1848,1848,2,1,1
ENSAMXG00000000680,1575,878,0.557460317,1691,1691,1691,1691,11,1,0
ENSAMXG00000000681,1374,719,0.523289665,4162,4162,4162,4162,10,1,0
ENSAMXG00000000682,330,180,0.545454545,330,330,330,330,3,0,1
ENSAMXG00000000683,1923,1105,0.574622985,5502,5502,5502,5502,9,1,0
ENSAMXG00000000684,4821,2567,0.532462145,6212,6212,6212,6212,32,1,1
ENSAMXG00000000685,432,235,0.543981481,615,615,615,615,2,1,1
ENSAMXG00000000686,4272,2065,0.48338015,4417,4417,4417,4417,30,1,0
