gene_id,mean,median,longest_isoform,merged
ENSAMXG00000000597,2173,2173,2173,2173
ENSAMXG00000000598,1284,1284,1284,1284
ENSAMXG00000000599,2452,2452,2452,2452
ENSAMXG00000000600,4402,4402,4402,4402
ENSAMXG00000000601,1823,1823,1823,1823
ENSAMXG00000000602,1151,1151,1151,1151
ENSAMXG00000000603,10777,10777,10777,10777
ENSAMXG00000000604,1687,1687,1687,1687
ENSAMXG00000000605,1029,1014,1047,1231
ENSAMXG00000000606,1535,1535,1535,1535
ENSAMXG00000000607,1288,1288,1288,1288
ENSAMXG00000000608,1550,1550,1550,1550
ENSAMXG00000000609,679,679,679,679
ENSAMXG00000000610,1325,1325,1325,1325
ENSAMXG00000000611,1825,1825,1825,1825
ENSAMXG00000000612,4364,4364,4364,4364
ENSAMXG00000000613,630,630,630,630
ENSAMXG00000000614,816,816,816,816
ENSAMXG00000000615,6981,6981,6981,6981
ENSAMXG00000000616,1705,1705,1705,1705
ENSAMXG00000000617,732,732,732,732
ENSAMXG00000000618,855,855,855,855
ENSAMXG00000000619,5253,5253,5253,5253
ENSAMXG00000000620,1168,1168,1168,1168
ENSAMXG00000000621,1350,1350,1350,1350
ENSAMXG00000000622,1078,1078,1078,1078
ENSAMXG00000000623,1770,1770,1770,1770
ENSAMXG00000000624,5729,5729,5729,5729
ENSAMXG00000000625,4103,4103,4103,4103
ENSAMXG00000000626,4796,4796,4796,4796
ENSAMXG00000000627,3801,3801,3801,3801
ENSAMXG00000000628,4739,4739,4739,4739
ENSAMXG00000000629,2548,2548,2548,2548
ENSAMXG00000000630,1490,1490,1490,1490
ENSAMXG00000000631,2260,2260,2260,2260
ENSAMXG00000000632,2459,2459,2459,2459
ENSAMXG00000000633,5235,5235,5235,5235
ENSAMXG00000000634,1510,1510,1510,1510
ENSAMXG00000000635,1961,1961,1961,1961
ENSAMXG00000000636,462,462,462,462
ENSAMXG00000000637,1659,1659,1659,1659
ENSAMXG00000000638,3549,3549,3549,3549
ENSAMXG00000000639,1254,1254,1254,1254
ENSAMXG00000000640,7583,7583,7583,7583
ENSAMXG00000000641,7787,7787,7787,7787
ENSAMXG00000000642,267,267,267,267
ENSAMXG00000000643,3752,3752,3752,3752
ENSAMXG00000000644,2896,2896,2896,2896
ENSAMXG00000000645,3473,3473,3473,3473
ENSAMXG00000000646,1999,1999,1999,1999
ENSAMXG00000000647,4821,4821,4821,4821
ENSAMXG00000000648,1120,1120,1120,1120
ENSAMXG00000000649,995,995,995,995
ENSAMXG00000000650,1353,1353,1353,1353
ENSAMXG00000000651,2169,2169,2169,2169
ENSAMXG00000000652,1733,1733,1733,1733
ENSAMXG00000000653,1545,1545,1545,1545
ENSAMXG00000000654,4748,4748,4748,4748
ENSAMXG00000000655,901,901,901,901
ENSAMXG00000000656,1986,1986,1986,1986
ENSAMXG00000000657,5575,5575,5575,5575
ENSAMXG00000000658,2739,2739,2739,2739
ENSAMXG00000000659,714,714,714,714
ENSAMXG00000000660,1640,1640,1640,1640
ENSAMXG00000000661,2768,2768,2768,2768
ENSAMXG00000000662,3504,3504,3504,3504
ENSAMXG00000000663,3482,3482,3482,3482
ENSAMXG00000000664,2496,2496,2496,2496
ENSAMXG00000000665,414,414,414,414
ENSAMXG00000000666,1851,1851,1851,1851
ENSAMXG00000000667,3474,3474,3474,3474
ENSAMXG00000000668,1999,1999,1999,1999
ENSAMXG00000000669,5266,5273,5273,5311
ENSAMXG00000000670,989,989,989,989
ENSAMXG00000000671,1557,1557,1557,1557
ENSAMXG00000000672,1477,1477,1477,1477
ENSAMXG00000000673,9772,9772,9772,9772
ENSAMXG00000000674,4147,4147,4147,4147
ENSAMXG00000000675,2983,2983,2983,2983
ENSAMXG00000000676,423,423,423,423
ENSAMXG00000000677,498,498,498,498
ENSAMXG00000000678,1572,1572,1572,1572
ENSAMXG00000000679,1848,1848,1848,1848
ENSAMXG00000000680,1691,1691,1691,1691
ENSAMXG00000000681,4162,4162,4162,4162
ENSAMXG00000000682,330,330,330,330
ENSAMXG00000000683,5502,5502,5502,5502
ENSAMXG00000000684,6212,6212,6212,6212
ENSAMXG00000000685,615,615,615,615
ENSAMXG00000000686,4417,4417,4417,4417
ENSAMXG00000000687,795,795,795,795
ENSAMXG00000000688,1473,1473,1473,1473
ENSAMXG00000000689,4809,4809,4809,4809
ENSAMXG00000000690,1047,1047,1047,1047
ENSAMXG00000000691,1971,1971,1971,1971
ENSAMXG00000000692,9789,9789,9789,9789
ENSAMXG00000000693,1732,1732,1732,1732
ENSAMXG00000000694,825,825,825,825
ENSAMXG00000000695,3703,3703,3703,3703
ENSAMXG00000000696,1801,1801,1801,1801
ENSAMXG00000000697,3198,3198,3198,3198
ENSAMXG00000000698,3797,3797,3797,3797
ENSAMXG00000000699,4346,4346,4346,4346
ENSAMXG00000000700,2236,2236,2236,2236
ENSAMXG00000000701,1482,1482,1482,1482
ENSAMXG00000000702,5429,5429,5429,5429
ENSAMXG00000000703,2599,2599,2599,2599
ENSAMXG00000000704,3767,3767,3767,3767
ENSAMXG00000000705,3654,3654,3654,3654
ENSAMXG00000000706,6148,6148,6148,6148
ENSAMXG00000000707,2216,2216,2216,2216
ENSAMXG00000000708,843,843,843,843
ENSAMXG00000000709,6306,6306,6306,6306
ENSAMXG00000000710,1994,1994,1997,2237
ENSAMXG00000000711,620,620,620,620
ENSAMXG00000000712,3395,3395,3395,3395
ENSAMXG00000000713,1398,1398,1398,1398
ENSAMXG00000000714,8344,8344,8344,8344
ENSAMXG00000000715,2640,2640,2640,2640
ENSAMXG00000000716,2552,2552,2552,2552
ENSAMXG00000000717,724,724,724,724
ENSAMXG00000000718,1977,1977,1977,1977
ENSAMXG00000000719,4149,4149,4149,4149
ENSAMXG00000000720,1205,1205,1205,1205
ENSAMXG00000000721,3279,3279,3279,3279
ENSAMXG00000000722,1888,1888,1888,1888
ENSAMXG00000000723,6850,6850,6850,6850
ENSAMXG00000000724,618,618,618,618
ENSAMXG00000000725,4592,4592,4592,4592
ENSAMXG00000000726,4535,4535,4535,4535
ENSAMXG00000000727,3357,3357,3357,3357
ENSAMXG00000000728,1307,1307,1307,1307
ENSAMXG00000000729,3529,3529,3529,3529
ENSAMXG00000000730,2493,2493,2493,2493
ENSAMXG00000000731,5041,5041,5041,5041
ENSAMXG00000000732,1352,1352,1352,1352
ENSAMXG00000000733,720,720,720,720
ENSAMXG00000000734,1206,1206,1206,1206
ENSAMXG00000000735,1722,1727,1727,1747
ENSAMXG00000000736,6977,6977,6977,6977
ENSAMXG00000000737,1298,1298,1298,1298
ENSAMXG00000000738,2076,2076,2076,2076
ENSAMXG00000000739,2300,2300,2300,2300
ENSAMXG00000000740,681,681,681,681
ENSAMXG00000000741,1856,1856,1856,1856
ENSAMXG00000000742,5210,5210,5210,5210
ENSAMXG00000000743,1418,1418,1418,1418
ENSAMXG00000000744,2337,2337,2337,2337
ENSAMXG00000000745,5007,5054,5054,5054
ENSAMXG00000000746,742,742,742,742
ENSAMXG00000000747,3132,3132,3132,3132
ENSAMXG00000000748,5407,5407,5407,5407
ENSAMXG00000000749,675,675,675,675
ENSAMXG00000000750,975,975,975,975
ENSAMXG00000000751,2039,2039,2039,2039
ENSAMXG00000000752,2634,2634,2634,2634
ENSAMXG00000000753,669,669,669,669
ENSAMXG00000000754,2211,2211,2211,2211
ENSAMXG00000000755,2396,2396,2396,2396
ENSAMXG00000000756,3561,3561,3561,3561
ENSAMXG00000000757,1293,1293,1293,1293
ENSAMXG00000000758,2720,2720,2720,2720
ENSAMXG00000000759,4330,4330,4330,4330
ENSAMXG00000000760,1112,1112,1112,1112
ENSAMXG00000000761,1286,1286,1286,1286
ENSAMXG00000000762,728,728,728,728
ENSAMXG00000000763,3028,3028,3028,3028
ENSAMXG00000000764,1531,1531,1531,1531
ENSAMXG00000000765,1686,1686,1686,1686
ENSAMXG00000000766,1474,1474,1474,1474
ENSAMXG00000000767,801,801,801,801
ENSAMXG00000000768,584,584,584,584
ENSAMXG00000000769,664,664,664,664
ENSAMXG00000000770,1531,1531,1531,1531
ENSAMXG00000000771,1161,1161,1161,1161
ENSAMXG00000000772,3579,3579,3579,3579
ENSAMXG00000000773,3159,3159,3159,3159
ENSAMXG00000000774,4718,4718,4718,4718
ENSAMXG00000000775,5217,5217,5217,5217
ENSAMXG00000000776,5516,5516,5516,5516
ENSAMXG00000000777,1774,1774,1774,1774
ENSAMXG00000000778,914,914,914,914
ENSAMXG00000000779,729,729,729,729
ENSAMXG00000000780,2541,2541,2541,2541
ENSAMXG00000000781,2227,2227,2227,2227
ENSAMXG00000000782,1206,1206,1206,1206
ENSAMXG00000000783,1470,1470,1470,1470
ENSAMXG00000000784,525,525,525,525
ENSAMXG00000000785,2624,2624,2624,2624
ENSAMXG00000000786,6885,6885,6885,6885
ENSAMXG00000000787,6924,6924,6924,6924
ENSAMXG00000000788,2216,2216,2216,2216
ENSAMXG00000000789,4237,4237,4237,4237
ENSAMXG00000000790,586,586,586,586
ENSAMXG00000000791,4385,4385,4385,4385
ENSAMXG00000000792,3377,3377,3377,3377
ENSAMXG00000000793,2646,2646,2646,2646
ENSAMXG00000000794,4833,4833,4833,4833
ENSAMXG00000000795,838,838,838,838
ENSAMXG00000000796,5651,5651,5651,5651
ENSAMXG00000000797,4296,4296,4296,4296
ENSAMXG00000000798,3722,3722,3722,3722
ENSAMXG00000000799,2335,2335,2335,2335
ENSAMXG00000000800,1709,1709,1709,1709
ENSAMXG00000000801,2682,2682,2682,2682
ENSAMXG00000000802,696,696,696,696
ENSAMXG00000000803,7138,7138,7138,7138
ENSAMXG00000000804,6720,6720,6720,6720
ENSAMXG00000000805,4170,4170,4170,4170
ENSAMXG00000000806,1675,1675,1675,1675
ENSAMXG00000000807,2660,2660,2660,2660
ENSAMXG00000000808,6756,6756,6756,6756
ENSAMXG00000000809,1828,1828,1828,1828
ENSAMXG00000000810,5714,5714,5714,5714
ENSAMXG00000000811,4054,4054,4054,4054
ENSAMXG00000000812,1793,1793,1793,1793
ENSAMXG00000000813,996,996,996,996
ENSAMXG00000000814,954,954,954,954
ENSAMXG00000000815,2565,2565,2565,2565
ENSAMXG00000000816,3072,3072,3072,3072
ENSAMXG00000000817,2133,2133,2133,2133
ENSAMXG00000000818,594,594,594,594
ENSAMXG00000000819,4541,4541,4541,4541
ENSAMXG00000000820,1404,1330,1503,1536
ENSAMXG00000000821,4648,4648,4648,4648
ENSAMXG00000000822,2092,2092,2092,2092
ENSAMXG00000000823,684,684,684,684
ENSAMXG00000000824,2703,2703,2703,2703
ENSAMXG00000000825,2063,2063,2063,2063
ENSAMXG00000000826,2935,2935,2935,2935
ENSAMXG00000000827,745,745,745,745
ENSAMXG00000000828,3039,3039,3039,3039
ENSAMXG00000000829,4407,4407,4407,4407
ENSAMXG00000000830,3035,3035,3035,3035
ENSAMXG00000000831,2041,2041,2041,2041
ENSAMXG00000000832,4563,4563,4563,4563
ENSAMXG00000000833,2046,2046,2046,2046
ENSAMXG00000000834,870,870,870,870
ENSAMXG00000000835,5789,5789,5789,5789
ENSAMXG00000000836,1182,1182,1182,1182
ENSAMXG00000000837,1645,1645,1645,1645
ENSAMXG00000000838,1383,1383,1383,1383
ENSAMXG00000000839,2182,2182,2182,2182
ENSAMXG00000000840,3471,3471,3471,3471
ENSAMXG00000000841,2149,2149,2149,2149
ENSAMXG00000000842,4724,4724,4724,4724
ENSAMXG00000000843,4458,4458,4458,4458
ENSAMXG00000000844,3578,3578,3578,3578
ENSAMXG00000000845,2423,2423,2423,2423
ENSAMXG00000000846,8802,8802,8802,8802
ENSAMXG00000000847,2605,2605,2605,2605
ENSAMXG00000000848,477,477,477,477
ENSAMXG00000000849,3035,3035,3035,3035
ENSAMXG00000000850,4385,4385,4385,4385
ENSAMXG00000000851,3135,3135,3135,3135
ENSAMXG00000000852,1686,1686,1686,1686
ENSAMXG00000000853,732,732,732,732
ENSAMXG00000000854,4459,4459,4459,4459
ENSAMXG00000000855,2853,2853,2853,2853
ENSAMXG00000000856,1698,1698,1698,1698
ENSAMXG00000000857,1521,1521,1521,1521
ENSAMXG00000000858,576,576,576,576
ENSAMXG00000000859,6592,6592,6592,6592
ENSAMXG00000000860,1875,1875,1875,1875
ENSAMXG00000000861,1475,1475,1475,1475
ENSAMXG00000000862,1383,1383,1383,1383
ENSAMXG00000000863,17767,17767,17767,17767
ENSAMXG00000000864,1627,1627,1627,1627
ENSAMXG00000000865,8099,8099,8099,8099
ENSAMXG00000000866,3435,3435,3435,3435
ENSAMXG00000000867,852,852,852,852
ENSAMXG00000000868,2425,2425,2425,2425
ENSAMXG00000000869,630,630,630,630
ENSAMXG00000000870,5357,5357,5357,5357
ENSAMXG00000000871,2160,2160,2160,2160
ENSAMXG00000000872,1408,1408,1408,1408
ENSAMXG00000000873,1852,1852,1852,1852
ENSAMXG00000000874,2480,2480,2480,2480
ENSAMXG00000000875,1722,1722,1722,1722
ENSAMXG00000000876,2980,2980,2980,2980
ENSAMXG00000000877,647,647,647,647
ENSAMXG00000000878,4468,4468,4468,4468
ENSAMXG00000000879,3326,3326,3326,3326
ENSAMXG00000000880,717,717,717,717
ENSAMXG00000000881,1681,1681,1681,1681
ENSAMXG00000000882,1476,1476,1476,1476
ENSAMXG00000000883,3559,3559,3559,3559
ENSAMXG00000000884,4681,4681,4681,4681
ENSAMXG00000000885,2542,2542,2542,2542
ENSAMXG00000000886,2829,2829,2829,2829
ENSAMXG00000000887,3758,3758,3758,3758
ENSAMXG00000000888,5022,5022,5022,5022
ENSAMXG00000000889,1092,1092,1092,1092
ENSAMXG00000000890,2500,2513,2513,2513
ENSAMXG00000000891,4066,4066,4066,4066
ENSAMXG00000000892,1848,1848,1848,1848
ENSAMXG00000000893,3185,3185,3185,3185
ENSAMXG00000000894,2623,2623,2623,2623
ENSAMXG00000000895,2796,2796,2796,2796
ENSAMXG00000000896,6316,6316,6316,6316
ENSAMXG00000000897,1362,1362,1362,1362
ENSAMXG00000000898,6541,6541,6541,6541
ENSAMXG00000000899,4641,4641,4641,4641
ENSAMXG00000000900,2655,2655,2655,2655
ENSAMXG00000000901,1777,1777,1777,1777
ENSAMXG00000000902,2739,2739,2739,2739
ENSAMXG00000000903,3662,3662,3662,3662
ENSAMXG00000000904,2102,2102,2102,2102
ENSAMXG00000000905,4095,4095,4095,4095
ENSAMXG00000000906,3245,3245,3245,3245
ENSAMXG00000000907,6042,6042,6042,6042
ENSAMXG00000000908,1046,1046,1046,1046
ENSAMXG00000000909,2076,2076,2076,2076
ENSAMXG00000000910,1533,1533,1533,1533
ENSAMXG00000000911,5078,5996,5996,7134
ENSAMXG00000000912,1707,1707,1707,1707
ENSAMXG00000000913,2214,2214,2214,2214
ENSAMXG00000000914,6810,6810,6810,6810
ENSAMXG00000000915,930,930,930,930
ENSAMXG00000000916,3232,3232,3232,3232
ENSAMXG00000000917,3021,3021,3021,3021
ENSAMXG00000000918,2859,2859,2859,2859
ENSAMXG00000000919,1893,1893,1893,1893
ENSAMXG00000000920,981,981,981,981
ENSAMXG00000000921,792,792,792,792
ENSAMXG00000000922,1181,1181,1181,1181
ENSAMXG00000000923,5482,5482,5482,5482
ENSAMXG00000000924,490,490,490,490
ENSAMXG00000000925,1491,1491,1491,1491
ENSAMXG00000000926,3002,3002,3002,3002
ENSAMXG00000000927,3280,3280,3280,3280
ENSAMXG00000000928,4112,4112,4112,4112
ENSAMXG00000000929,2556,2556,2556,2556
ENSAMXG00000000930,684,684,684,684
ENSAMXG00000000931,4584,4584,4776,4805
ENSAMXG00000000932,787,787,787,787
ENSAMXG00000000933,1583,1583,1583,1583
ENSAMXG00000000934,6222,6222,6222,6222
ENSAMXG00000000935,2216,2216,2216,2216
ENSAMXG00000000936,3679,3679,3679,3679
ENSAMXG00000000937,1247,1247,1247,1247
ENSAMXG00000000938,6091,6091,6091,6091
ENSAMXG00000000939,1657,1657,1657,1657
ENSAMXG00000000940,1231,1231,1231,1231
ENSAMXG00000000941,1289,1289,1289,1289
ENSAMXG00000000942,1131,1131,1131,1131
ENSAMXG00000000943,3654,3654,3654,3654
ENSAMXG00000000944,2361,2361,2361,2361
ENSAMXG00000000945,10721,10721,10721,10721
ENSAMXG00000000946,1377,1377,1377,1377
ENSAMXG00000000947,994,994,994,994
ENSAMXG00000000948,3155,3155,3155,3155
ENSAMXG00000000949,3003,3003,3003,3003
ENSAMXG00000000950,3435,3435,3435,3435
ENSAMXG00000000951,2714,2714,2714,2714
ENSAMXG00000000952,2307,2307,2307,2307
ENSAMXG00000000953,1936,1936,1936,1936
ENSAMXG00000000954,1632,1632,1632,1632
ENSAMXG00000000955,4494,4494,4494,4494
ENSAMXG00000000956,1467,1467,1467,1467
ENSAMXG00000000957,1569,1569,1569,1569
ENSAMXG00000000958,3160,3160,3160,3160
ENSAMXG00000000959,5222,5222,5222,5222
ENSAMXG00000000960,635,635,635,635
ENSAMXG00000000961,6673,6673,6673,6673
ENSAMXG00000000962,6844,6844,6844,6844
ENSAMXG00000000963,724,724,724,724
ENSAMXG00000000964,703,703,703,703
ENSAMXG00000000965,2199,2199,2199,2199
ENSAMXG00000000966,882,882,882,882
ENSAMXG00000000967,4405,4405,4405,4405
ENSAMXG00000000968,4164,4164,4164,4164
ENSAMXG00000000969,3077,3077,3077,3077
ENSAMXG00000000970,1200,1200,1200,1200
ENSAMXG00000000971,4342,4342,4342,4342
ENSAMXG00000000972,1842,1842,1842,1842
ENSAMXG00000000973,1308,1308,1308,1308
ENSAMXG00000000974,656,656,656,656
ENSAMXG00000000975,747,747,747,747
ENSAMXG00000000976,1998,1998,1998,1998
ENSAMXG00000000977,1269,1269,1269,1269
ENSAMXG00000000978,4257,4257,4257,4257
ENSAMXG00000000979,13893,13893,13893,13893
ENSAMXG00000000980,1059,1059,1059,1059
ENSAMXG00000000981,2435,2435,2435,2435
ENSAMXG00000000982,4407,4407,4407,4407
ENSAMXG00000000983,3550,3550,3550,3550
ENSAMXG00000000984,2496,2496,2496,2496
ENSAMXG00000000985,7752,7752,7752,7752
ENSAMXG00000000986,3132,3132,3132,3132
ENSAMXG00000000987,3040,3040,3040,3040
ENSAMXG00000000988,5543,5543,5543,5543
ENSAMXG00000000989,1968,1968,1968,1968
ENSAMXG00000000990,3241,3241,3241,3241
ENSAMXG00000000991,3912,3912,3912,3912
ENSAMXG00000000992,505,505,505,505
ENSAMXG00000000993,3927,3927,3927,3927
ENSAMXG00000000994,1521,1521,1521,1521
ENSAMXG00000000995,1704,1704,1704,1704
ENSAMXG00000000996,567,567,567,567
ENSAMXG00000000997,1518,1518,1518,1518
ENSAMXG00000000998,887,887,887,887
ENSAMXG00000000999,978,978,978,978
ENSAMXG00000001000,2875,2875,2875,2875
ENSAMXG00000001001,2709,2709,2709,2709
ENSAMXG00000001002,6253,6253,6253,6253
ENSAMXG00000001003,4528,4528,4528,4528
ENSAMXG00000001004,3129,3129,3129,3129
ENSAMXG00000001005,1795,1795,1795,1795
ENSAMXG00000001006,2646,2646,2646,2646
ENSAMXG00000001007,2955,2955,2955,2955
ENSAMXG00000001008,4433,4433,4433,4433
ENSAMXG00000001009,1328,1328,1328,1328
ENSAMXG00000001010,2867,2867,2867,2867
ENSAMXG00000001011,4369,4369,4369,4369
ENSAMXG00000001012,759,759,759,759
ENSAMXG00000001013,3230,3230,3230,3230
ENSAMXG00000001014,5298,5298,5298,5298
ENSAMXG00000001015,4418,4418,4418,4418
ENSAMXG00000001016,3188,3188,3188,3188
ENSAMXG00000001017,1041,1041,1041,1041
ENSAMXG00000001018,3876,3876,3876,3876
ENSAMXG00000001019,2915,2915,2915,2915
ENSAMXG00000001020,2561,2561,2561,2561
ENSAMXG00000001021,2310,2310,2310,2310
ENSAMXG00000001022,3450,3450,3450,3450
ENSAMXG00000001023,2687,2687,2687,2687
ENSAMXG00000001024,2913,2913,2913,2913
ENSAMXG00000001025,1635,1635,1635,1635
ENSAMXG00000001026,1257,1257,1257,1257
ENSAMXG00000001027,3402,3402,3402,3402
ENSAMXG00000001028,2416,2416,2416,2416
ENSAMXG00000001029,4019,4019,4019,4019
ENSAMXG00000001030,6327,6327,6327,6327
ENSAMXG00000001031,1582,1582,1582,1582
ENSAMXG00000001032,6139,6139,6139,6139
ENSAMXG00000001033,1386,1386,1386,1386
ENSAMXG00000001034,858,858,858,858
ENSAMXG00000001035,4387,4387,4387,4387
ENSAMXG00000001036,1600,1600,1600,1600
ENSAMXG00000001037,1673,1673,1673,1673
ENSAMXG00000001038,3478,3478,3478,3478
ENSAMXG00000001039,403,403,403,403
ENSAMXG00000001040,4017,4017,4017,4017
ENSAMXG00000001041,6596,6596,6596,6596
ENSAMXG00000001042,3814,3814,3814,3814
ENSAMXG00000001043,2524,2524,2524,2524
ENSAMXG00000001044,1413,1413,1413,1413
ENSAMXG00000001045,198,198,198,198
ENSAMXG00000001046,1818,1818,1818,1818
ENSAMXG00000001047,477,477,477,477
ENSAMXG00000001048,1400,1400,1400,1400
ENSAMXG00000001049,4810,4810,4810,4810
ENSAMXG00000001050,2688,2688,2688,2688
ENSAMXG00000001051,1200,1200,1200,1200
ENSAMXG00000001052,6033,6033,6033,6033
ENSAMXG00000001053,5482,5482,5482,5482
ENSAMXG00000001054,2391,2391,2391,2391
ENSAMXG00000001055,3853,3853,3853,3853
ENSAMXG00000001056,4238,4238,4238,4238
ENSAMXG00000001057,3096,3096,3096,3096
ENSAMXG00000001058,6328,6328,6328,6328
ENSAMXG00000001059,1291,1291,1291,1291
ENSAMXG00000001060,6832,6832,6832,6832
ENSAMXG00000001061,4268,4268,4268,4268
ENSAMXG00000001062,13396,13396,13396,13396
ENSAMXG00000001063,2015,2015,2015,2015
ENSAMXG00000001064,399,399,399,399
ENSAMXG00000001065,944,944,944,944
ENSAMXG00000001066,5016,5016,5016,5016
ENSAMXG00000001067,667,667,667,667
ENSAMXG00000001068,1947,1947,1947,1947
ENSAMXG00000001069,2862,2862,2862,2862
ENSAMXG00000001070,2652,2652,2652,2652
ENSAMXG00000001071,612,612,612,612
ENSAMXG00000001072,2109,2109,2109,2109
ENSAMXG00000001073,4851,4851,4851,4851
ENSAMXG00000001074,447,447,447,447
ENSAMXG00000001075,2781,2781,2781,2781
ENSAMXG00000001076,4386,4386,4386,4386
ENSAMXG00000001077,1178,1178,1178,1178
ENSAMXG00000001078,2102,2102,2102,2102
ENSAMXG00000001079,3401,3401,3401,3401
ENSAMXG00000001080,2196,2196,2196,2196
ENSAMXG00000001081,1292,1292,1292,1292
ENSAMXG00000001082,1362,1362,1362,1362
ENSAMXG00000001083,5803,5803,5803,5803
ENSAMXG00000001084,384,384,384,384
ENSAMXG00000001085,3935,3935,3935,3935
ENSAMXG00000001086,528,528,528,528
ENSAMXG00000001087,471,471,471,471
ENSAMXG00000001088,2537,2537,2537,2537
ENSAMXG00000001089,1780,1780,1780,1780
ENSAMXG00000001090,341,341,341,341
ENSAMXG00000001091,3007,3007,3007,3007
ENSAMXG00000001092,1818,1818,1818,1818
ENSAMXG00000001093,3330,3330,3330,3330
ENSAMXG00000001094,4036,4036,4036,4036
ENSAMXG00000001095,1676,1676,1676,1676
ENSAMXG00000001096,5048,5048,5048,5048
ENSAMXG00000001097,5747,5747,5747,5747
ENSAMXG00000001098,1119,1119,1119,1119
ENSAMXG00000001099,1571,1571,1571,1571
ENSAMXG00000001100,5613,5613,5613,5613
ENSAMXG00000001101,2447,2447,2447,2447
ENSAMXG00000001102,2891,2891,2891,2891
ENSAMXG00000001103,811,811,811,811
ENSAMXG00000001104,1313,1313,1313,1313
ENSAMXG00000001105,768,768,768,768
ENSAMXG00000001106,1033,1033,1033,1033
ENSAMXG00000001107,4641,4641,4641,4641
ENSAMXG00000001108,546,546,546,546
ENSAMXG00000001109,777,777,777,777
ENSAMXG00000001110,1110,1110,1110,1110
ENSAMXG00000001111,1077,1077,1077,1077
ENSAMXG00000001112,8070,8070,8070,8070
ENSAMXG00000001113,1171,1171,1171,1171
ENSAMXG00000001114,867,867,867,867
ENSAMXG00000001115,1071,1071,1071,1071
ENSAMXG00000001116,1674,1674,1674,1674
ENSAMXG00000001117,1123,1123,1123,1123
ENSAMXG00000001118,2685,2685,2685,2685
ENSAMXG00000001119,1354,1354,1354,1354
ENSAMXG00000001120,4251,4251,4251,4251
ENSAMXG00000001121,2322,2322,2322,2322
ENSAMXG00000001122,6455,6455,6455,6455
ENSAMXG00000001123,1328,1328,1328,1328
ENSAMXG00000001124,1705,1705,1705,1705
ENSAMXG00000001125,902,902,902,902
ENSAMXG00000001126,1417,1417,1417,1417
ENSAMXG00000001127,961,961,961,961
ENSAMXG00000001128,2022,2022,2022,2022
ENSAMXG00000001129,2189,2189,2189,2189
ENSAMXG00000001130,1289,1289,1289,1289
ENSAMXG00000001131,4758,4758,4758,4758
ENSAMXG00000001132,459,459,459,459
ENSAMXG00000001133,718,718,718,718
ENSAMXG00000001134,692,692,692,692
ENSAMXG00000001135,1101,1101,1101,1101
ENSAMXG00000001136,1947,1947,1947,1947
ENSAMXG00000001137,1299,1299,1299,1299
ENSAMXG00000001138,2790,2790,2790,2790
ENSAMXG00000001139,993,993,993,993
ENSAMXG00000001140,4582,4582,4849,4873
ENSAMXG00000001141,2672,2672,2672,2672
