gene_id,exon_number
ENSAMXG00000000999,3
ENSAMXG00000001000,12
ENSAMXG00000001001,10
ENSAMXG00000001002,7
ENSAMXG00000001003,2
ENSAMXG00000001004,3
ENSAMXG00000001005,6
ENSAMXG00000001006,7
ENSAMXG00000001007,3
ENSAMXG00000001008,3
ENSAMXG00000001009,3
ENSAMXG00000001010,5
ENSAMXG00000001011,17
ENSAMXG00000001012,3
ENSAMXG00000001013,29
ENSAMXG00000001014,4
ENSAMXG00000001015,9
ENSAMXG00000001016,3
ENSAMXG00000001017,5
ENSAMXG00000001018,22
ENSAMXG00000001019,7
ENSAMXG00000001020,10
ENSAMXG00000001021,12
ENSAMXG00000001022,9
ENSAMXG00000001023,9
ENSAMXG00000001024,26
ENSAMXG00000001025,21
ENSAMXG00000001026,13
ENSAMXG00000001027,24
ENSAMXG00000001028,6
ENSAMXG00000001029,16
ENSAMXG00000001030,12
ENSAMXG00000001031,4
ENSAMXG00000001032,21
ENSAMXG00000001033,12
ENSAMXG00000001034,5
ENSAMXG00000001035,13
ENSAMXG00000001036,4
ENSAMXG00000001037,2
ENSAMXG00000001038,7
ENSAMXG00000001039,2
ENSAMXG00000001040,8
ENSAMXG00000001041,44
ENSAMXG00000001042,5
ENSAMXG00000001043,12
ENSAMXG00000001044,16
ENSAMXG00000001045,2
ENSAMXG00000001046,15
ENSAMXG00000001047,2
ENSAMXG00000001048,6
ENSAMXG00000001049,15
ENSAMXG00000001050,4
ENSAMXG00000001051,7
ENSAMXG00000001052,8
ENSAMXG00000001053,8
ENSAMXG00000001054,4
ENSAMXG00000001055,18
ENSAMXG00000001056,11
ENSAMXG00000001057,24
ENSAMXG00000001058,22
ENSAMXG00000001059,6
ENSAMXG00000001060,47
ENSAMXG00000001061,11
ENSAMXG00000001062,72
ENSAMXG00000001063,5
ENSAMXG00000001064,2
ENSAMXG00000001065,7
ENSAMXG00000001066,24
ENSAMXG00000001067,5
ENSAMXG00000001068,20
ENSAMXG00000001069,7
ENSAMXG00000001070,9
ENSAMXG00000001071,6
ENSAMXG00000001072,15
ENSAMXG00000001073,6
ENSAMXG00000001074,3
ENSAMXG00000001075,4
ENSAMXG00000001076,29
ENSAMXG00000001077,6
ENSAMXG00000001078,5
ENSAMXG00000001079,2
ENSAMXG00000001080,2
ENSAMXG00000001081,8
ENSAMXG00000001082,6
ENSAMXG00000001083,8
ENSAMXG00000001084,4
ENSAMXG00000001085,5
ENSAMXG00000001086,4
ENSAMXG00000001087,2
ENSAMXG00000001088,2
ENSAMXG00000001089,9
ENSAMXG00000001090,2
ENSAMXG00000001091,22
ENSAMXG00000001092,3
ENSAMXG00000001093,3
ENSAMXG00000001094,8
ENSAMXG00000001095,3
ENSAMXG00000001096,10
ENSAMXG00000001097,30
ENSAMXG00000001098,2
ENSAMXG00000001099,2
ENSAMXG00000001100,8
ENSAMXG00000001101,8
ENSAMXG00000001102,24
ENSAMXG00000001103,5
ENSAMXG00000001104,5
ENSAMXG00000001105,5
ENSAMXG00000001106,5
ENSAMXG00000001107,10
ENSAMXG00000001108,3
ENSAMXG00000001109,5
ENSAMXG00000001110,5
ENSAMXG00000001111,7
ENSAMXG00000001112,19
ENSAMXG00000001113,5
ENSAMXG00000001114,3
ENSAMXG00000001115,9
ENSAMXG00000001116,5
ENSAMXG00000001117,4
ENSAMXG00000001118,14
ENSAMXG00000001119,4
ENSAMXG00000001120,10
ENSAMXG00000001121,12
ENSAMXG00000001122,5
ENSAMXG00000001123,4
ENSAMXG00000001124,2
ENSAMXG00000001125,5
ENSAMXG00000001126,17
ENSAMXG00000001127,2
ENSAMXG00000001128,7
ENSAMXG00000001129,3
ENSAMXG00000001130,9
ENSAMXG00000001131,31
ENSAMXG00000001132,4
ENSAMXG00000001133,3
ENSAMXG00000001134,3
ENSAMXG00000001135,2
ENSAMXG00000001136,20
ENSAMXG00000001137,10
ENSAMXG00000001138,10
ENSAMXG00000001139,15
ENSAMXG00000001140,11
ENSAMXG00000001141,6
ENSAMXG00000001142,39
ENSAMXG00000001143,8
ENSAMXG00000001144,8
ENSAMXG00000001145,28
ENSAMXG00000001146,22
ENSAMXG00000001147,2
ENSAMXG00000001148,7
ENSAMXG00000001149,6
ENSAMXG00000001150,2
ENSAMXG00000001151,3
ENSAMXG00000001152,2
ENSAMXG00000001153,5
ENSAMXG00000001154,2
ENSAMXG00000001155,3
ENSAMXG00000001156,6
ENSAMXG00000001157,3
ENSAMXG00000001158,4
ENSAMXG00000001159,17
ENSAMXG00000001160,12
ENSAMXG00000001161,33
ENSAMXG00000001162,6
ENSAMXG00000001163,6
ENSAMXG00000001164,18
ENSAMXG00000001165,6
ENSAMXG00000001166,4
ENSAMXG00000001167,13
ENSAMXG00000001168,4
ENSAMXG00000001169,11
ENSAMXG00000001170,5
ENSAMXG00000001171,2
ENSAMXG00000001172,20
ENSAMXG00000001173,6
ENSAMXG00000001174,3
ENSAMXG00000001175,2
ENSAMXG00000001176,3
ENSAMXG00000001177,4
ENSAMXG00000001178,25
ENSAMXG00000001179,9
ENSAMXG00000001180,16
ENSAMXG00000001181,2
ENSAMXG00000001182,7
ENSAMXG00000001183,5
ENSAMXG00000001184,11
ENSAMXG00000001185,11
ENSAMXG00000001186,9
ENSAMXG00000001187,3
ENSAMXG00000001188,7
ENSAMXG00000001189,8
ENSAMXG00000001190,11
ENSAMXG00000001191,3
ENSAMXG00000001192,7
ENSAMXG00000001193,16
ENSAMXG00000001194,21
ENSAMXG00000001195,9
ENSAMXG00000001196,3
ENSAMXG00000001197,6
ENSAMXG00000001198,3
ENSAMXG00000001199,3
ENSAMXG00000001200,13
ENSAMXG00000001201,50
ENSAMXG00000001202,13
ENSAMXG00000001203,4
ENSAMXG00000001204,15
ENSAMXG00000001205,4
ENSAMXG00000001206,7
ENSAMXG00000001207,4
ENSAMXG00000001208,44
ENSAMXG00000001209,5
ENSAMXG00000001210,5
ENSAMXG00000001211,7
ENSAMXG00000001212,21
ENSAMXG00000001213,17
ENSAMXG00000001214,12
ENSAMXG00000001215,10
ENSAMXG00000001216,16
ENSAMXG00000001217,3
ENSAMXG00000001218,3
ENSAMXG00000001219,3
ENSAMXG00000001220,20
ENSAMXG00000001221,4
ENSAMXG00000001222,7
ENSAMXG00000001223,4
ENSAMXG00000001224,3
ENSAMXG00000001225,19
ENSAMXG00000001226,18
ENSAMXG00000001227,4
ENSAMXG00000001228,12
ENSAMXG00000001229,3
ENSAMXG00000001230,2
ENSAMXG00000001231,6
ENSAMXG00000001232,11
ENSAMXG00000001233,2
ENSAMXG00000001234,2
ENSAMXG00000001235,3
ENSAMXG00000001236,17
ENSAMXG00000001237,3
ENSAMXG00000001238,21
ENSAMXG00000001239,8
ENSAMXG00000001240,3
ENSAMXG00000001241,5
ENSAMXG00000001242,7
ENSAMXG00000001243,10
ENSAMXG00000001244,19
ENSAMXG00000001245,4
ENSAMXG00000001246,10
ENSAMXG00000001247,12
ENSAMXG00000001248,6
ENSAMXG00000001249,4
ENSAMXG00000001250,24
ENSAMXG00000001251,6
ENSAMXG00000001252,6
ENSAMXG00000001253,19
ENSAMXG00000001254,6
ENSAMXG00000001255,26
ENSAMXG00000001256,5
ENSAMXG00000001257,13
ENSAMXG00000001258,3
ENSAMXG00000001259,23
ENSAMXG00000001260,27
ENSAMXG00000001261,29
ENSAMXG00000001262,8
ENSAMXG00000001263,14
ENSAMXG00000001264,9
ENSAMXG00000001265,5
ENSAMXG00000001266,5
ENSAMXG00000001267,2
ENSAMXG00000001268,8
ENSAMXG00000001269,11
ENSAMXG00000001270,6
ENSAMXG00000001271,8
ENSAMXG00000001272,60
ENSAMXG00000001273,24
ENSAMXG00000001274,2
ENSAMXG00000001275,10
ENSAMXG00000001276,29
ENSAMXG00000001277,17
ENSAMXG00000001278,8
ENSAMXG00000001279,10
ENSAMXG00000001280,30
ENSAMXG00000001281,3
ENSAMXG00000001282,4
ENSAMXG00000001283,3
ENSAMXG00000001284,3
ENSAMXG00000001285,5
ENSAMXG00000001286,13
ENSAMXG00000001287,8
ENSAMXG00000001288,7
ENSAMXG00000001289,2
ENSAMXG00000001290,6
ENSAMXG00000001291,9
ENSAMXG00000001292,12
ENSAMXG00000001293,5
ENSAMXG00000001294,2
ENSAMXG00000001295,9
ENSAMXG00000001296,4
ENSAMXG00000001297,14
ENSAMXG00000001298,7
ENSAMXG00000001299,7
ENSAMXG00000001300,3
ENSAMXG00000001301,9
ENSAMXG00000001302,6
ENSAMXG00000001303,24
ENSAMXG00000001304,6
ENSAMXG00000001305,2
ENSAMXG00000001306,6
ENSAMXG00000001307,6
ENSAMXG00000001308,3
ENSAMXG00000001309,5
ENSAMXG00000001310,5
ENSAMXG00000001311,3
ENSAMXG00000001312,10
ENSAMXG00000001313,6
ENSAMXG00000001314,2
ENSAMXG00000001315,41
ENSAMXG00000001316,7
ENSAMXG00000001317,4
ENSAMXG00000001318,7
ENSAMXG00000001319,7
ENSAMXG00000001320,3
ENSAMXG00000001321,6
ENSAMXG00000001322,30
ENSAMXG00000001323,5
ENSAMXG00000001324,2
ENSAMXG00000001325,5
ENSAMXG00000001326,4
ENSAMXG00000001327,12
ENSAMXG00000001328,18
ENSAMXG00000001329,10
ENSAMXG00000001330,23
ENSAMXG00000001331,2
ENSAMXG00000001332,9
ENSAMXG00000001333,8
ENSAMXG00000001334,6
ENSAMXG00000001335,21
ENSAMXG00000001336,6
ENSAMXG00000001337,16
ENSAMXG00000001338,5
ENSAMXG00000001339,13
ENSAMXG00000001340,14
ENSAMXG00000001341,4
ENSAMXG00000001342,35
ENSAMXG00000001343,17
ENSAMXG00000001344,25
ENSAMXG00000001345,8
ENSAMXG00000001346,4
ENSAMXG00000001347,6
ENSAMXG00000001348,8
ENSAMXG00000001349,7
ENSAMXG00000001350,12
ENSAMXG00000001351,4
ENSAMXG00000001352,3
ENSAMXG00000001353,13
ENSAMXG00000001354,18
ENSAMXG00000001355,3
ENSAMXG00000001356,14
ENSAMXG00000001357,16
ENSAMXG00000001358,4
ENSAMXG00000001359,3
ENSAMXG00000001360,14
ENSAMXG00000001361,17
ENSAMXG00000001362,14
ENSAMXG00000001363,13
ENSAMXG00000001364,28
ENSAMXG00000001365,6
ENSAMXG00000001366,5
ENSAMXG00000001367,13
ENSAMXG00000001368,26
ENSAMXG00000001369,4
ENSAMXG00000001370,3
ENSAMXG00000001371,4
ENSAMXG00000001372,8
ENSAMXG00000001373,13
ENSAMXG00000001374,4
ENSAMXG00000001375,9
ENSAMXG00000001376,2
ENSAMXG00000001377,11
ENSAMXG00000001378,26
ENSAMXG00000001379,30
ENSAMXG00000001380,8
ENSAMXG00000001381,12
ENSAMXG00000001382,6
ENSAMXG00000001383,26
ENSAMXG00000001384,12
ENSAMXG00000001385,3
ENSAMXG00000001386,18
ENSAMXG00000001387,19
ENSAMXG00000001388,18
ENSAMXG00000001389,20
ENSAMXG00000001390,2
ENSAMXG00000001391,3
ENSAMXG00000001392,2
ENSAMXG00000001393,4
ENSAMXG00000001394,6
ENSAMXG00000001395,42
ENSAMXG00000001396,6
ENSAMXG00000001397,8
ENSAMXG00000001398,18
ENSAMXG00000001399,5
ENSAMXG00000001400,8
ENSAMXG00000001401,11
ENSAMXG00000001402,38
ENSAMXG00000001403,12
ENSAMXG00000001404,7
ENSAMXG00000001405,7
ENSAMXG00000001406,11
ENSAMXG00000001407,17
ENSAMXG00000001408,7
ENSAMXG00000001409,4
ENSAMXG00000001410,6
ENSAMXG00000001411,14
ENSAMXG00000001412,7
ENSAMXG00000001413,32
ENSAMXG00000001414,8
ENSAMXG00000001415,24
ENSAMXG00000001416,2
ENSAMXG00000001417,2
ENSAMXG00000001418,5
ENSAMXG00000001419,5
ENSAMXG00000001420,5
ENSAMXG00000001421,6
ENSAMXG00000001422,24
ENSAMXG00000001423,3
ENSAMXG00000001424,5
ENSAMXG00000001425,8
ENSAMXG00000001426,3
ENSAMXG00000001427,3
ENSAMXG00000001428,7
ENSAMXG00000001429,6
ENSAMXG00000001430,7
ENSAMXG00000001431,22
ENSAMXG00000001432,14
ENSAMXG00000001433,3
ENSAMXG00000001434,3
ENSAMXG00000001435,4
ENSAMXG00000001436,3
ENSAMXG00000001437,21
ENSAMXG00000001438,4
ENSAMXG00000001439,6
ENSAMXG00000001440,9
ENSAMXG00000001441,7
ENSAMXG00000001442,15
ENSAMXG00000001443,6
ENSAMXG00000001444,9
ENSAMXG00000001445,16
ENSAMXG00000001446,7
ENSAMXG00000001447,3
ENSAMXG00000001448,8
ENSAMXG00000001449,9
ENSAMXG00000001450,3
ENSAMXG00000001451,14
ENSAMXG00000001452,10
ENSAMXG00000001453,6
ENSAMXG00000001454,3
ENSAMXG00000001455,3
ENSAMXG00000001456,9
ENSAMXG00000001457,18
ENSAMXG00000001458,5
ENSAMXG00000001459,2
ENSAMXG00000001460,8
ENSAMXG00000001461,2
ENSAMXG00000001462,10
ENSAMXG00000001463,10
ENSAMXG00000001464,3
ENSAMXG00000001465,36
ENSAMXG00000001466,9
ENSAMXG00000001467,3
ENSAMXG00000001468,4
ENSAMXG00000001469,5
ENSAMXG00000001470,4
ENSAMXG00000001471,7
ENSAMXG00000001472,3
ENSAMXG00000001473,21
ENSAMXG00000001474,14
ENSAMXG00000001475,11
ENSAMXG00000001476,4
ENSAMXG00000001477,9
ENSAMXG00000001478,7
ENSAMXG00000001479,7
ENSAMXG00000001480,10
ENSAMXG00000001481,7
ENSAMXG00000001482,16
ENSAMXG00000001483,2
ENSAMXG00000001484,3
ENSAMXG00000001485,19
ENSAMXG00000001486,7
ENSAMXG00000001487,25
ENSAMXG00000001488,6
ENSAMXG00000001489,27
ENSAMXG00000001490,32
ENSAMXG00000001491,15
ENSAMXG00000001492,6
ENSAMXG00000001493,3
ENSAMXG00000001494,25
ENSAMXG00000001495,7
ENSAMXG00000001496,2
ENSAMXG00000001497,3
ENSAMXG00000001498,21
ENSAMXG00000001499,12
ENSAMXG00000001500,4
ENSAMXG00000001501,8
ENSAMXG00000001502,7
ENSAMXG00000001503,40
ENSAMXG00000001504,6
ENSAMXG00000001505,6
ENSAMXG00000001506,7
ENSAMXG00000001507,18
ENSAMXG00000001508,12
ENSAMXG00000001509,8
ENSAMXG00000001510,8
ENSAMXG00000001511,8
ENSAMXG00000001512,6
ENSAMXG00000001513,9
ENSAMXG00000001514,6
ENSAMXG00000001515,17
ENSAMXG00000001516,43
ENSAMXG00000001517,11
ENSAMXG00000001518,13
ENSAMXG00000001519,8
ENSAMXG00000001520,26
ENSAMXG00000001521,9
ENSAMXG00000001522,2
ENSAMXG00000001523,5
ENSAMXG00000001524,6
ENSAMXG00000001525,12
ENSAMXG00000001526,20
ENSAMXG00000001527,3
ENSAMXG00000001528,7
ENSAMXG00000001529,5
ENSAMXG00000001530,3
ENSAMXG00000001531,19
ENSAMXG00000001532,8
ENSAMXG00000001533,12
ENSAMXG00000001534,4
ENSAMXG00000001535,6
ENSAMXG00000001536,15
ENSAMXG00000001537,6
ENSAMXG00000001538,10
ENSAMXG00000001539,31
ENSAMXG00000001540,11
ENSAMXG00000001541,5
ENSAMXG00000001542,14
ENSAMXG00000001543,9
ENSAMXG00000001544,10
ENSAMXG00000001545,8
ENSAMXG00000001546,3
ENSAMXG00000001547,4
ENSAMXG00000001548,12
ENSAMXG00000001549,17
ENSAMXG00000001550,28
ENSAMXG00000001551,2
ENSAMXG00000001552,14
ENSAMXG00000001553,3
ENSAMXG00000001554,13
ENSAMXG00000001555,26
ENSAMXG00000001556,9
ENSAMXG00000001557,8
ENSAMXG00000001558,8
ENSAMXG00000001559,27
ENSAMXG00000001560,2
ENSAMXG00000001561,7
ENSAMXG00000001562,14
ENSAMXG00000001563,2
ENSAMXG00000001564,2
ENSAMXG00000001565,7
ENSAMXG00000001566,3
ENSAMXG00000001567,6
ENSAMXG00000001568,2
ENSAMXG00000001569,5
ENSAMXG00000001570,7
ENSAMXG00000001571,3
ENSAMXG00000001572,7
ENSAMXG00000001573,3
ENSAMXG00000001574,14
ENSAMXG00000001575,5
ENSAMXG00000001576,3
ENSAMXG00000001577,3
ENSAMXG00000001578,5
ENSAMXG00000001579,10
ENSAMXG00000001580,14
ENSAMXG00000001581,11
ENSAMXG00000001582,2
ENSAMXG00000001583,14
ENSAMXG00000001584,11
ENSAMXG00000001585,6
ENSAMXG00000001586,3
ENSAMXG00000001587,4
ENSAMXG00000001588,31
ENSAMXG00000001589,7
ENSAMXG00000001590,15
ENSAMXG00000001591,42
ENSAMXG00000001592,29
ENSAMXG00000001593,5
ENSAMXG00000001594,7
ENSAMXG00000001595,4
ENSAMXG00000001596,7
ENSAMXG00000001597,4
ENSAMXG00000001598,2
ENSAMXG00000001599,4
ENSAMXG00000001600,16
ENSAMXG00000001601,3
ENSAMXG00000001602,6
ENSAMXG00000001603,4
ENSAMXG00000001604,13
ENSAMXG00000001605,3
ENSAMXG00000001606,8
ENSAMXG00000001607,9
ENSAMXG00000001608,9
ENSAMXG00000001609,6
ENSAMXG00000001610,2
ENSAMXG00000001611,5
ENSAMXG00000001612,8
ENSAMXG00000001613,5
ENSAMXG00000001614,7
ENSAMXG00000001615,2
ENSAMXG00000001616,6
ENSAMXG00000001617,23
ENSAMXG00000001618,2
ENSAMXG00000001619,5
ENSAMXG00000001620,4
ENSAMXG00000001621,2
ENSAMXG00000001622,7
ENSAMXG00000001623,2
ENSAMXG00000001624,19
ENSAMXG00000001625,36
ENSAMXG00000001626,6
ENSAMXG00000001627,8
ENSAMXG00000001628,4
ENSAMXG00000001629,6
ENSAMXG00000001630,3
ENSAMXG00000001631,15
ENSAMXG00000001632,2
ENSAMXG00000001633,2
ENSAMXG00000001634,24
ENSAMXG00000001635,39
ENSAMXG00000001636,14
ENSAMXG00000001637,5
ENSAMXG00000001638,30
ENSAMXG00000001639,5
ENSAMXG00000001640,4
ENSAMXG00000001641,10
ENSAMXG00000001642,18
ENSAMXG00000001643,2
ENSAMXG00000001644,10
ENSAMXG00000001645,4
ENSAMXG00000001646,6
ENSAMXG00000001647,18
ENSAMXG00000001648,24
ENSAMXG00000001649,10
ENSAMXG00000001650,28
ENSAMXG00000001651,3
ENSAMXG00000001652,6
ENSAMXG00000001653,6
ENSAMXG00000001654,24
ENSAMXG00000001655,2
ENSAMXG00000001656,27
ENSAMXG00000001657,2
ENSAMXG00000001658,4
ENSAMXG00000001659,5
ENSAMXG00000001660,7
ENSAMXG00000001661,14
ENSAMXG00000001662,11
ENSAMXG00000001663,3
ENSAMXG00000001664,19
ENSAMXG00000001665,5
ENSAMXG00000001666,4
ENSAMXG00000001667,3
ENSAMXG00000001668,3
ENSAMXG00000001669,2
ENSAMXG00000001670,16
ENSAMXG00000001671,9
ENSAMXG00000001672,10
ENSAMXG00000001673,11
ENSAMXG00000001674,6
ENSAMXG00000001675,8
ENSAMXG00000001676,15
ENSAMXG00000001677,3
ENSAMXG00000001678,23
ENSAMXG00000001679,3
ENSAMXG00000001680,21
ENSAMXG00000001681,8
ENSAMXG00000001682,2
ENSAMXG00000001683,5
ENSAMXG00000001684,16
ENSAMXG00000001685,33
ENSAMXG00000001686,2
ENSAMXG00000001687,20
ENSAMXG00000001688,12
ENSAMXG00000001689,3
ENSAMXG00000001690,8
ENSAMXG00000001691,28
ENSAMXG00000001692,11
ENSAMXG00000001693,3
ENSAMXG00000001694,7
ENSAMXG00000001695,2
ENSAMXG00000001696,4
ENSAMXG00000001697,9
ENSAMXG00000001698,5
ENSAMXG00000001699,27
ENSAMXG00000001700,12
ENSAMXG00000001701,6
ENSAMXG00000001702,10
ENSAMXG00000001703,3
ENSAMXG00000001704,15
ENSAMXG00000001705,2
ENSAMXG00000001706,14
ENSAMXG00000001707,4
ENSAMXG00000001708,43
ENSAMXG00000001709,16
ENSAMXG00000001710,16
ENSAMXG00000001711,3
ENSAMXG00000001712,12
ENSAMXG00000001713,6
ENSAMXG00000001714,10
ENSAMXG00000001715,3
ENSAMXG00000001716,11
ENSAMXG00000001717,6
ENSAMXG00000001718,3
ENSAMXG00000001719,2
ENSAMXG00000001720,2
ENSAMXG00000001721,12
ENSAMXG00000001722,6
ENSAMXG00000001723,9
ENSAMXG00000001724,5
ENSAMXG00000001725,2
ENSAMXG00000001726,4
ENSAMXG00000001727,7
ENSAMXG00000001728,3
ENSAMXG00000001729,2
ENSAMXG00000001730,10
ENSAMXG00000001731,2
ENSAMXG00000001732,4
ENSAMXG00000001733,17
ENSAMXG00000001734,6
ENSAMXG00000001735,3
ENSAMXG00000001736,6
ENSAMXG00000001737,9
ENSAMXG00000001738,7
ENSAMXG00000001739,15
ENSAMXG00000001740,11
ENSAMXG00000001741,6
ENSAMXG00000001742,19
ENSAMXG00000001743,3
ENSAMXG00000001744,9
ENSAMXG00000001745,2
ENSAMXG00000001746,25
ENSAMXG00000001747,29
ENSAMXG00000001748,6
ENSAMXG00000001749,16
ENSAMXG00000001750,24
ENSAMXG00000001751,17
ENSAMXG00000001752,4
ENSAMXG00000001753,5
ENSAMXG00000001754,6
ENSAMXG00000001755,7
ENSAMXG00000001756,4
ENSAMXG00000001757,6
ENSAMXG00000001758,5
ENSAMXG00000001759,2
ENSAMXG00000001760,14
ENSAMXG00000001761,7
ENSAMXG00000001762,6
ENSAMXG00000001763,12
ENSAMXG00000001764,3
ENSAMXG00000001765,8
ENSAMXG00000001766,17
ENSAMXG00000001767,2
ENSAMXG00000001768,9
ENSAMXG00000001769,16
ENSAMXG00000001770,6
ENSAMXG00000001771,4
ENSAMXG00000001772,15
ENSAMXG00000001773,29
ENSAMXG00000001774,3
ENSAMXG00000001775,7
ENSAMXG00000001776,48
ENSAMXG00000001777,6
ENSAMXG00000001778,9
ENSAMXG00000001779,25
ENSAMXG00000001780,7
ENSAMXG00000001781,8
ENSAMXG00000001782,16
ENSAMXG00000001783,4
ENSAMXG00000001784,9
ENSAMXG00000001785,6
ENSAMXG00000001786,14
ENSAMXG00000001787,4
ENSAMXG00000001788,12
ENSAMXG00000001789,3
ENSAMXG00000001790,4
ENSAMXG00000001791,2
ENSAMXG00000001792,9
ENSAMXG00000001793,9
ENSAMXG00000001794,17
ENSAMXG00000001795,70
ENSAMXG00000001796,2
ENSAMXG00000001797,3
ENSAMXG00000001798,3
ENSAMXG00000001799,4
ENSAMXG00000001800,6
ENSAMXG00000001801,9
ENSAMXG00000001802,8
ENSAMXG00000001803,9
ENSAMXG00000001804,20
ENSAMXG00000001805,9
ENSAMXG00000001806,3
ENSAMXG00000001807,15
ENSAMXG00000001808,6
ENSAMXG00000001809,7
ENSAMXG00000001810,9
ENSAMXG00000001811,10
ENSAMXG00000001812,10
ENSAMXG00000001813,11
ENSAMXG00000001814,9
ENSAMXG00000001815,4
ENSAMXG00000001816,3
ENSAMXG00000001817,11
ENSAMXG00000001818,4
ENSAMXG00000001819,14
ENSAMXG00000001820,28
ENSAMXG00000001821,6
ENSAMXG00000001822,2
ENSAMXG00000001823,11
ENSAMXG00000001824,5
ENSAMXG00000001825,14
ENSAMXG00000001826,13
ENSAMXG00000001827,14
ENSAMXG00000001828,6
ENSAMXG00000001829,2
ENSAMXG00000001830,11
ENSAMXG00000001831,7
ENSAMXG00000001832,4
ENSAMXG00000001833,36
ENSAMXG00000001834,14
ENSAMXG00000001835,11
ENSAMXG00000001836,15
ENSAMXG00000001837,10
ENSAMXG00000001838,2
ENSAMXG00000001839,2
ENSAMXG00000001840,11
ENSAMXG00000001841,4
ENSAMXG00000001842,4
ENSAMXG00000001843,10
ENSAMXG00000001844,7
ENSAMXG00000001845,7
ENSAMXG00000001846,17
ENSAMXG00000001847,2
ENSAMXG00000001848,16
ENSAMXG00000001849,37
ENSAMXG00000001850,19
ENSAMXG00000001851,32
ENSAMXG00000001852,5
ENSAMXG00000001853,10
ENSAMXG00000001854,8
ENSAMXG00000001855,5
ENSAMXG00000001856,6
ENSAMXG00000001857,12
ENSAMXG00000001858,15
ENSAMXG00000001859,38
ENSAMXG00000001860,6
ENSAMXG00000001861,13
ENSAMXG00000001862,4
ENSAMXG00000001863,11
ENSAMXG00000001864,8
ENSAMXG00000001865,7
ENSAMXG00000001866,11
ENSAMXG00000001867,18
ENSAMXG00000001868,10
ENSAMXG00000001869,6
ENSAMXG00000001870,16
ENSAMXG00000001871,4
ENSAMXG00000001872,4
ENSAMXG00000001873,30
ENSAMXG00000001874,2
ENSAMXG00000001875,3
ENSAMXG00000001876,19
ENSAMXG00000001877,7
ENSAMXG00000001878,15
ENSAMXG00000001879,4
ENSAMXG00000001880,6
ENSAMXG00000001881,13
ENSAMXG00000001882,3
ENSAMXG00000001883,3
ENSAMXG00000001884,9
ENSAMXG00000001885,13
ENSAMXG00000001886,31
ENSAMXG00000001887,3
ENSAMXG00000001888,3
ENSAMXG00000001889,2
ENSAMXG00000001890,27
ENSAMXG00000001891,4
ENSAMXG00000001892,8
ENSAMXG00000001893,52
ENSAMXG00000001894,14
ENSAMXG00000001895,11
ENSAMXG00000001896,15
ENSAMXG00000001897,6
ENSAMXG00000001898,16
ENSAMXG00000001899,14
ENSAMXG00000001900,8
ENSAMXG00000001901,9
ENSAMXG00000001902,8
ENSAMXG00000001903,2
ENSAMXG00000001904,12
ENSAMXG00000001905,12
ENSAMXG00000001906,19
ENSAMXG00000001907,6
ENSAMXG00000001908,4
ENSAMXG00000001909,4
ENSAMXG00000001910,8
ENSAMXG00000001911,8
ENSAMXG00000001912,5
ENSAMXG00000001913,17
ENSAMXG00000001914,4
ENSAMXG00000001915,3
ENSAMXG00000001916,6
ENSAMXG00000001917,19
ENSAMXG00000001918,8
ENSAMXG00000001919,4
ENSAMXG00000001920,12
ENSAMXG00000001921,4
ENSAMXG00000001922,6
ENSAMXG00000001923,11
ENSAMXG00000001924,12
ENSAMXG00000001925,13
ENSAMXG00000001926,9
ENSAMXG00000001927,5
ENSAMXG00000001928,25
ENSAMXG00000001929,11
ENSAMXG00000001930,6
ENSAMXG00000001931,27
ENSAMXG00000001932,8
ENSAMXG00000001933,2
ENSAMXG00000001934,9
ENSAMXG00000001935,4
ENSAMXG00000001936,31
ENSAMXG00000001937,8
ENSAMXG00000001938,32
ENSAMXG00000001939,5
ENSAMXG00000001940,7
ENSAMXG00000001941,10
ENSAMXG00000001942,10
ENSAMXG00000001943,17
ENSAMXG00000001944,12
ENSAMXG00000001945,17
ENSAMXG00000001946,4
ENSAMXG00000001947,7
ENSAMXG00000001948,7
ENSAMXG00000001949,2
ENSAMXG00000001950,4
ENSAMXG00000001951,11
ENSAMXG00000001952,13
ENSAMXG00000001953,8
ENSAMXG00000001954,13
ENSAMXG00000001955,7
ENSAMXG00000001956,9
ENSAMXG00000001957,13
ENSAMXG00000001958,19
ENSAMXG00000001959,3
ENSAMXG00000001960,24
ENSAMXG00000001961,19
ENSAMXG00000001962,7
ENSAMXG00000001963,17
ENSAMXG00000001964,11
ENSAMXG00000001965,28
ENSAMXG00000001966,9
ENSAMXG00000001967,7
ENSAMXG00000001968,7
ENSAMXG00000001969,37
ENSAMXG00000001970,10
ENSAMXG00000001971,9
ENSAMXG00000001972,3
ENSAMXG00000001973,37
ENSAMXG00000001974,11
ENSAMXG00000001975,9
ENSAMXG00000001976,2
ENSAMXG00000001977,6
ENSAMXG00000001978,9
ENSAMXG00000001979,2
ENSAMXG00000001980,42
ENSAMXG00000001981,4
ENSAMXG00000001982,32
ENSAMXG00000001983,9
ENSAMXG00000001984,34
ENSAMXG00000001985,6
ENSAMXG00000001986,31
ENSAMXG00000001987,42
ENSAMXG00000001988,12
ENSAMXG00000001989,39
ENSAMXG00000001990,7
ENSAMXG00000001991,2
ENSAMXG00000001992,6
ENSAMXG00000001993,6
ENSAMXG00000001994,19
ENSAMXG00000001995,35
ENSAMXG00000001996,3
ENSAMXG00000001997,4
